cell,e_target,feed,library_id,pair,case_3,nested_3,mono_anchor_3,min_f_r_clean_2,min_f_r_clean_3,gain,n_store_pair_feed,n_store_pair_any,passes,reject_reasons
e5.0_f113,5.0,113,ga80,E1_E2,E3_E1_E2,2,True,1.5600260133289932,1.516331586958226,-0.043694426370767,134,2844,True,
