n_types,rank,rep,pred_cyclen,sigma_cyclen,pred_f_r,pred_f_q,pred_cbc_max,pred_ao_abs,pred_max_pin_bu,cand_e_core,record_id,origin,cell,e_target,feed,library_id,case_id,support_class,M_HM_tU,B_cycle,B_d
3,0,min_f_r,615.4618358828311,1.7377848661967956,1.5163315869582261,1.9103232852323537,1332.5530703965542,0.0404951994478622,73.89136951560022,5.0,a7d0cfe802d4ac1682ffe734ab39ef8cff3958cd7c4f863e9dbbb297b5b550be,elite,e5.0_f113,5.0,113,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.025762707055932,51.24078595044672
2,0,min_f_r,625.774450284451,1.8676862639095464,1.4859743613881897,1.8761171194290005,1290.4695673705473,0.0392463441114459,72.9431404665562,5.0,d072c8cf05a5480496b29c39908993f623da1fd960b18d0075e6d6d40dac77da,elite,e5.0_f117,5.0,117,ga80,E1_E2,"trained (74,537 rows)",102.031,24.42833588390821,50.318196136939136
2,1,knee,625.825894041074,2.0323650359005097,1.4954233023384518,1.8800943359174667,1296.233901542113,0.0391181566146416,71.58529850173862,5.0,43cafce2b4d31139e32bd58aeaf0da230e407ec341bb309dd76c3ca3b728509b,elite,e5.0_f117,5.0,117,ga80,E1_E2,"trained (74,537 rows)",102.031,24.430344092081853,50.322332702493384
2,2,max_cyclen,626.2115452683286,2.053771112467982,1.5202912749225808,1.909933032088835,1307.6080787262226,0.03810158207559748,71.54632877295987,5.0,3c3602464290db0188d3391e3caff338a7427b7d1d19c5f2540f23100a46ef4f,elite,e5.0_f117,5.0,117,ga80,E1_E2,"trained (74,537 rows)",102.031,24.445398745893836,50.35334271590098
3,0,min_f_r,626.8174112956451,3.0298349234982758,1.4567079618740222,1.8447341101831587,1358.3172927834216,0.034640042585020916,70.58060530823089,5.0,d4caa062d67df9028c8d6060ef215b5bb449571ee4c9ad71d15ed4584a3e77fe,elite,e5.0_f117,5.0,117,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.469049917349,50.402060086163324
3,1,knee,627.0353653293223,2.5699023374484438,1.4695091016426467,1.8400987570229714,1362.1017466608882,0.03423824671201045,70.44980877351342,5.0,36b9fb8f9b00f23d005e55eadfaa0207c3fd6f6cb870f8a769271cbb938e4f15,elite,e5.0_f117,5.0,117,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.47755818153188,50.41958565597592
3,2,,628.069902702269,3.3596644657711208,1.472129636544317,1.8604638215983729,1363.3940682685889,0.03485322324044532,71.26430506441743,5.0,a593d53423b65a2ca2d64fa7dca50c69fdbc154117b9ff9bfa26a21a6abe9adf,guided,e5.0_f117,5.0,117,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.517943381693556,50.502772264855956
3,3,max_cyclen,630.4471157672335,2.286611558044724,1.48446774490412,1.864431287209254,1379.7510352824793,0.03382375692341466,69.45868747120213,5.0,e3f2097a46f9d25cb348945a059b315c23746335a92a99819ec90d6dae1ac52a,elite,e5.0_f117,5.0,117,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.610742567074443,50.69392272363197
2,0,min_f_r,635.8627180729425,0.7844633218331605,1.488559843115356,1.8577733068036066,1304.4039263380023,0.03945339210973384,68.9383563158166,5.0,39e7875748c6b1e2a3f942a93238bfbc8da8ec0a0a726a8161d8fb52d386d7b5,elite,e5.0_f121,5.0,121,ga80,E1_E2,"trained (74,537 rows)",102.031,24.82215124967148,49.439160753477914
2,1,,637.3191781989681,0.5256120382535595,1.4911605931175338,1.8653966154112254,1318.8623152670066,0.03960557908996552,68.93881756486992,5.0,a5499f1a70113745a0c491bedf0bbb8f379edd69ea5c48d960a13e3a8ea1c222,guided,e5.0_f121,5.0,121,ga80,E1_E2,"trained (74,537 rows)",102.031,24.879007033962296,49.552402439544736
2,2,,638.308831420412,0.8232294756412327,1.4947687506260872,1.8643999509540852,1328.494978022134,0.039692489869609576,68.70925379166286,5.0,e16784baed2e7e93713e45db38b9036a523d342774994f4d530c184c59dbfb42,elite,e5.0_f121,5.0,121,ga80,E1_E2,"trained (74,537 rows)",102.031,24.917640093031793,49.62934927620382
2,3,knee,639.1350360517323,0.7745130913597803,1.5003585370747567,1.8691945520445932,1349.260375465367,0.03841718679392304,68.78264662131642,5.0,81a6fc17720d2d2957bae5059a67fe094d52ffb524a0935cf0c19d82b41bb70a,elite,e5.0_f121,5.0,121,ga80,E1_E2,"trained (74,537 rows)",102.031,24.949892615060396,49.693587770492194
2,4,,639.398681991839,0.8041485819520655,1.5193952473471684,1.8898744448995874,1358.6429453503529,0.03768841407838399,68.97393940879229,5.0,ef5fbad088a2d74f88b80f34c6ce92ca31f64d218667bd379cd1f3c886b55777,elite,e5.0_f121,5.0,121,ga80,E1_E2,"trained (74,537 rows)",102.031,24.960184552636985,49.714086588310025
2,5,max_cyclen,639.7666926950396,0.7899717803893949,1.5461691976834042,1.9298963448349993,1352.8901921262982,0.03718046454933115,69.3691817027055,5.0,b6006f091072627e211ea88a9a081560be4b5a1d644060523a458797c3a3dce6,elite,e5.0_f121,5.0,121,ga80,E1_E2,"trained (74,537 rows)",102.031,24.974550573912822,49.74269990341314
3,0,min_f_r,638.1117220176598,0.8506416027222727,1.456808909590999,1.8227235806792599,1320.0267658757498,0.03893003341398971,67.94025146831645,5.0,a2f89c75e5ae350f7ab88bca4b4db51a2462784bf75188167aa9776dbc410194,guided,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.909945539995764,49.61402376147917
3,1,,638.4473840656894,0.6632211835947339,1.4594226709762197,1.8197729969362981,1323.8291706930113,0.03909087915460798,68.12557673645239,5.0,97196aa1ea96a04a97c670356a452395897d7a3ddb676ee80e82b64b2c4cb8c5,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.92304876792241,49.64012192619257
3,2,,638.6723010670484,0.8752664336470445,1.4610309977001477,1.8346224898861607,1349.5815323840452,0.036976139330737526,67.72947284512956,5.0,0716881ee2a6cdedfbcdeacbedfa63604082972cc58a2be53735600aaa976021,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.931828845237327,49.65760951819996
3,3,,639.0051021701087,1.1213350062989067,1.4653323988788527,1.8301534655457952,1336.9729760220494,0.03807664798580077,68.0521568970354,5.0,5c3776d5271d1e19cec8d470fc32993635ba431770349707e77aaaab60d50673,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.94482039055273,49.68348524068767
3,4,,639.0798606827949,0.6365267401285708,1.4653906800106578,1.8357179766246812,1334.9783062266351,0.03773490827071161,68.17067807941616,5.0,4e101596df4ed4bf550b41a1e6d06a0ef5d5c433a41ce72da10d71d2a703dc67,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,24.947738736064043,49.68929781315235
3,5,knee,642.072862248341,1.525730626485793,1.4658634112703661,1.8289563349983637,1401.880012400797,0.03595955813613709,67.88058544981081,5.0,1164298092620a9369f0fa98a03aeaf48f3ac10109ab0dfdb2cc288fa8ef9f32,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,25.06457643615069,49.92200761249849
3,6,,642.9482289691063,1.3787383191092526,1.4736246073101893,1.8250170237781485,1404.1083883554334,0.035832180092369596,68.10324682414594,5.0,5b6302e6b704242830e7ef2c496e040b140f98582192b5bd1b2283e13492a412,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,25.098748096989077,49.9900685237551
3,7,,643.4060547094502,1.2022838992684814,1.4793458463055889,1.8421301388041995,1412.709484571626,0.035336104605966825,68.01585717933172,5.0,8b42daac27352816b948f0e84449126fb18019a575841692ce0afe49eb145fef,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,25.116620224808198,50.02566507585765
3,8,max_cyclen,643.8607747905395,2.038084341645,1.4999936311932933,1.8655748304307325,1440.477051273585,0.03566812115323816,68.47222701485839,5.0,38fe0aa3519bb577f50186dca055f9b241bb07b7ce7cfb822b7892d9a29c99bc,elite,e5.0_f121,5.0,121,ga80,E3_E1_E2,SPARSE (60 rows / 39 in train),102.031,25.134371117112856,50.06102015887767
2,0,min_f_r,641.1852244626998,1.4740413909763181,1.4826274182955748,1.883222052744102,1313.6766224758974,0.039047662438807904,68.66393927285407,5.0,cc40014d4f663fd586c385df9a3f149b31ef0aae3dd1689fac997f41ca61be70,elite,e5.0_f125,5.0,125,ga80,E1_E2,"trained (74,537 rows)",102.031,25.029925750171046,48.25769684632977
