cell,e_target,feed,library_id,pair,rank,rep,pred_cyclen,sigma_cyclen,pred_f_r,pred_f_q,pred_cbc_max,pred_ao_abs,pred_max_pin_bu,B_cycle,B_d,M_HM_tU,cand_e_core,in_distribution,record_id,origin
e5.2_f117,5.2,117,ga80,K1_K2,0,min_f_r,641.3602721719024,1.533192273684632,1.5271231783394796,1.9290795984805273,1283.0854363087296,0.04782126035587597,73.7759349359574,25.036759081628034,51.57144392027655,102.031,5.200000000000001,False,b1f3af6918e6538a2a7fa231b3eecf4fbccf92d694685f57662463d724b7643a,elite
e5.2_f117,5.2,117,ga80,K1_K2,1,,642.1442860464194,1.938076846024538,1.532363153215867,1.9321145607442778,1282.2931276733,0.048164410644007546,72.4255298777821,25.067364604521536,51.63448606572385,102.031,5.200000000000001,False,027be27469c2383bfb154fa256e242edabc3b978f4ae573c5770d50198f7f3ba,elite
e5.2_f117,5.2,117,ga80,K1_K2,2,,644.8499465356285,1.2669654292292174,1.5345775652570517,1.9418861186163079,1300.3971454870045,0.04863581036691275,72.61872327256125,25.172985380806303,51.85204681003691,102.031,5.2,False,9b343c3c16abaaafed9d711d1cf1df4a74452b1280095abc5a7c684949c99aa3,elite
e5.2_f117,5.2,117,ga80,K1_K2,3,,644.9853497806334,1.246541234409355,1.5357278275038926,1.9447028575608079,1304.2962954631553,0.04815378998797428,72.65550137202783,25.17827111266584,51.86293451412365,102.031,5.2,False,33010ed7d806ca701994110080c5bad9c3ecc13de3788625ba9f6d372f55fdbd,elite
e5.2_f117,5.2,117,ga80,K1_K2,4,knee,645.3215766243068,0.9494454362837769,1.5362472133217289,1.9409129029079508,1301.9958756181647,0.048830313992817585,72.60018359775655,25.191396388500777,51.88997033870673,102.031,5.200000000000001,False,4add814d4e9d1b9cdfe56fe5b9f37bd9c9adfc25c764bc6c48a7669646bf15f8,elite
e5.2_f117,5.2,117,ga80,K1_K2,5,,645.37320781601,1.2867689532359057,1.5403976462703437,1.9428682974822513,1311.392253902858,0.04798141037403043,72.1014966015941,25.193411913571254,51.89412197581771,102.031,5.200000000000001,False,4e256263c76e70757df704e70dcc02bf83c7560d9bb328a0527bd5d32ec26d70,elite
e5.2_f117,5.2,117,ga80,K1_K2,6,max_cyclen,646.3231067213015,1.131319261037894,1.548605859528811,1.9458976244360573,1314.1174434484738,0.05268759205192233,73.21436848500899,25.230493084756283,51.970502849797136,102.031,5.200000000000001,False,77a1be57934ef32ffa474f1c475bc2eb3ddd8fcc3c516f984561751735254422,elite
e5.2_f121,5.2,121,ga80,K1_K2,0,min_f_r,648.9675107091389,1.1830141740505098,1.4965616224724694,1.8771079246865932,1337.2567851966614,0.038861856056716416,70.22591839642975,25.33372259308516,50.45807557796301,102.031,5.2,True,a60ff01928e4b1a2058a80c8c70bd77fd7741480680efd8a3759ed50fe8ca6ad,elite
e5.2_f121,5.2,121,ga80,K1_K2,1,,649.0146430156769,1.3522493495659658,1.4984099436793232,1.8780712482279647,1335.6368574359724,0.039122370461192754,70.28428678772727,25.335562495328805,50.46174017664663,102.031,5.2,True,5711299a2d08b9feff61265502ca47f7c1c2f370cf5fdb5cadbb7a51bdd35d60,elite
e5.2_f121,5.2,121,ga80,K1_K2,2,,649.3728247655994,1.620700274770193,1.499750372116722,1.880256185916164,1341.8738820704302,0.039146134350564445,70.32430202138184,25.34954482409058,50.489589277734126,102.031,5.2,True,6026bdefe119dca085f6341c66accadbb2703e7243e2b9c4b3a47de75396c838,elite
e5.2_f121,5.2,121,ga80,K1_K2,3,,650.0594908381573,1.2208234513268401,1.5053467119021076,1.888737570562014,1346.405191835213,0.03841921058952394,70.46073649313118,25.37635018415746,50.54297846596651,102.031,5.2,True,f5aba425731dca2c8e6595921e7afdeccc7e85462e1944fdbb2b6810a79d9fc1,elite
e5.2_f121,5.2,121,ga80,K1_K2,4,,650.58873725372,1.377364281699688,1.5138046935041705,1.898057418156199,1333.3754463303483,0.03863076876786722,70.5305637531504,25.397010358440447,50.58412806929048,102.031,5.2,True,03f851d846ed04d15732921017e5cd8112f874de9b1d9028e243bf6a8b1c5b2a,elite
e5.2_f121,5.2,121,ga80,K1_K2,5,,650.7187017226646,1.4736784120827233,1.5139739637058878,1.8985692616484666,1335.4233366609942,0.03872190519233828,70.91504712676453,25.402083776984316,50.59423297729934,102.031,5.2,True,9a56cdd1576a43a9eb88f68b3c2e0a8a6bb91a09e027a79372b4cc11096ae2bc,elite
e5.2_f121,5.2,121,ga80,K1_K2,6,,655.2191027649142,1.1135336209328308,1.5237356932529866,1.9218983450913338,1293.0300991244367,0.04996443388637096,72.15908207253553,25.57776577905773,50.94414506407366,102.031,5.2,True,a9a8428ae05657850fc261fc9a3bbf558abec25918b00b237755d2994e97d1cf,elite
e5.2_f121,5.2,121,ga80,K1_K2,7,,655.2222840993205,1.3592716865095111,1.5253063812803647,1.9205166300298977,1294.3481118060854,0.050172247972495934,72.2161757972644,25.577889968700504,50.94439241699852,102.031,5.2,True,e6d7290449ce407473cd854e0b288cd42b83abb6cb5202f3bb0c888657ce9dd7,elite
e5.2_f121,5.2,121,ga80,K1_K2,8,knee,656.5756110559555,1.0593803843706122,1.5268012551316874,1.926637536017747,1307.1284309255266,0.048882443524912944,71.92266154087132,25.63071974697349,51.04961536380671,102.031,5.2,True,d8b43d13415799db2cd5b0cdde50e47dcb00c748dc72bb50b32f630ac943dde6,elite
e5.2_f121,5.2,121,ga80,K1_K2,9,,656.6217906582712,1.2405310891224872,1.530815216083169,1.9318975456763345,1308.3239196081547,0.04883723956835182,72.11989417087148,25.632522458534883,51.053205888486836,102.031,5.2,True,435df0e25b446dc51f6a788935c089b3a315c6f151750ed156521e7b947c0b49,elite
e5.2_f121,5.2,121,ga80,K1_K2,10,,656.9750334115927,0.935058534065506,1.5315103143478872,1.9319889402328698,1316.5704115081476,0.04861483590218024,72.02020349806159,25.646311983854705,51.08067097610731,102.031,5.2,True,9f4b9374c77a55f051e8f11378558b69c4b8ff041fe863c27c7889a631911526,elite
e5.2_f121,5.2,121,ga80,K1_K2,11,max_cyclen,657.3277216206272,0.3694428772146018,1.5475299589095095,1.9506117514000048,1298.839912174476,0.04745099922598957,72.19900370823176,25.660079861448104,51.10809294718176,102.031,5.2,True,21a5c3a78d827e6009661f1c4ed74999d70c4a97420d049537f752c5d3d6d510,elite
e5.3_f121,5.3,121,ga80,L1_L2,0,min_f_r,654.2100227376179,1.2106153740489312,1.49095263696997,1.8579635749274221,1366.1637518646512,0.03961200515417313,70.70162276384113,25.53837435643041,50.86568776776635,102.031,5.3,True,b80acd39ab99edebf2ca9f8ba23a0551afed90121779f7a0638011c2a803da4b,guided
