cell,e_target,e_targets,n_targets,library_id,pair,e_core_pair,pair_spread,node_e_core,feed,per_fa_tU,M_HM_tU,n_candidates,n_in_band,n_feasible,pred_cyclen,sigma_cyclen,pred_f_r,pred_f_q,pred_cbc_max,pred_ao_abs,pred_max_pin_bu,B_cycle,B_d,min_pred_f_r,max_pred_cyclen_any,ref_cyclen,ref_f_r,n_store_feed,n_store_feed_ecore,n_store_feed_lib,n_store_pair_feed,in_distribution,node_record_id,node_origin,n_pareto,pareto_min_f_r,pareto_min_f_r_cyclen,pareto_cyclen_span,pareto_f_r_span,seconds
e5.6_f117,5.6,5.6,1,paramA,P6253Z2G06N24_P6253Z2G10N24,5.598053478792954,0.0085267821058891,,117,0.42216,101.74,1200,1200,0,,,,,,,,,,1.7319528702151077,691.098192936905,691.098192936905,2.371494978834986,3587,0,1374,0,False,,,0,,,,,350.6
e5.6_f121,5.6,5.6,1,paramA,P6253Z2G06N24_P6253Z2G10N24,5.598053478792954,0.0085267821058891,,121,0.42216,101.74,1200,1200,0,,,,,,,,,,1.7004457361922918,708.3468986669433,708.3468986669433,2.5236453214679675,44292,631,1991,0,True,,,0,,,,,341.7
e5.7_f105,5.7,5.7,1,paramA,P5853Z1G08N12_P6253Z1G06N24,5.700413594677216,0.1711131393121912,,105,0.42375,102.123,1200,1097,0,,,,,,,,,,1.816672006118452,659.7501632604427,659.7501632604427,1.881556256407364,285,0,0,0,False,,,0,,,,,346.8
e5.7_f109,5.7,5.7,1,paramA,P5853Z1G08N12_P6253Z1G06N24,5.700413594677216,0.1711131393121912,,109,0.42375,102.123,1200,1142,0,,,,,,,,,,1.7481957963653136,681.6961011584531,681.6961011584531,1.9685641895034296,3934,0,2171,0,False,,,0,,,,,353.1
e5.7_f113,5.7,5.7,1,paramA,P5853Z1G08N12_P6253Z1G06N24,5.700413594677216,0.1711131393121912,,113,0.42375,102.123,1200,1139,0,,,,,,,,,,1.7457354725732792,701.3119471531339,701.3119471531339,1.9440872779016656,763,0,12,0,False,,,0,,,,,339.0
e5.7_f117,5.7,5.7,1,paramA,P5853Z1G08N12_P6253Z1G06N24,5.700413594677216,0.1711131393121912,,117,0.42375,102.123,1200,1147,0,,,,,,,,,,1.707944164325948,715.6079407280658,715.6079407280658,1.8059079420690975,3587,0,1374,0,False,,,0,,,,,355.5
e5.7_f121,5.7,5.7,1,paramA,P5853Z1G08N12_P6253Z1G06N24,5.700413594677216,0.1711131393121912,,121,0.42375,102.123,1200,1138,0,,,,,,,,,,1.6753572533182806,730.5220391589287,730.5220391589287,1.932460956432426,44292,0,1991,0,True,,,0,,,,,347.4
e5.8_f105,5.8,5.8,1,paramA,P6253Z1G06N24_P6253Z1G08N20,5.805535636425224,0.0389163651761688,,105,0.42293,101.925,1200,1200,0,,,,,,,,,,1.828323850868332,674.0129877500268,674.0129877500268,2.1113040599387984,285,0,0,0,False,,,0,,,,,358.9
e5.8_f109,5.8,5.8,1,paramA,P6253Z1G06N24_P6253Z1G08N20,5.805535636425224,0.0389163651761688,,109,0.42293,101.925,1200,1200,0,,,,,,,,,,1.740430127571445,692.0583269283854,692.0583269283854,2.034369652946067,3934,321,2171,165,False,,,0,,,,,343.4
e5.8_f113,5.8,5.8,1,paramA,P6253Z1G06N24_P6253Z1G08N20,5.805535636425224,0.0389163651761688,,113,0.42293,101.925,1200,1200,0,,,,,,,,,,1.825231439166854,711.9913602778564,711.9913602778564,1.982599249353748,763,0,12,0,False,,,0,,,,,370.6
