d,n,gam,gam_abs,target
1,366,0.0223034357568979,0.02477457377049176,max_assembly_burnup
2,4537,0.074048334349245,0.15196387083976198,max_assembly_burnup
3,6050,0.12650601830402936,0.27158338785123964,max_assembly_burnup
4,11965,0.1533152142368141,0.33307265386544077,max_assembly_burnup
5,17982,0.18900522075347834,0.4165746046324102,max_assembly_burnup
6,20523,0.22434977826692523,0.4958584466695901,max_assembly_burnup
7,22504,0.2446387328826905,0.5396562233158548,max_assembly_burnup
8,22863,0.2593069893558935,0.5860941551196255,max_assembly_burnup
9,23010,0.29351835608756,0.6551477148196435,max_assembly_burnup
10,23340,0.3070412897428158,0.7096701314481577,max_assembly_burnup
11,23586,0.3392305852831241,0.782426689137624,max_assembly_burnup
12,23879,0.3640861169805439,0.8463529505004396,max_assembly_burnup
13,23776,0.3783364466637658,0.8735250345726783,max_assembly_burnup
14,23492,0.4114260156246625,0.9759785818576537,max_assembly_burnup
15,23588,0.42465933443128456,1.010241606600814,max_assembly_burnup
16,23466,0.43981894221047446,1.071808558915026,max_assembly_burnup
17,23613,0.4396702485145103,1.0843435001693982,max_assembly_burnup
18,23723,0.4509876064008683,1.1255847135480335,max_assembly_burnup
19,23433,0.46176781341449163,1.1572904933853967,max_assembly_burnup
20,23920,0.48621274636197115,1.223575669230769,max_assembly_burnup
21,23804,0.5243580428605301,1.357277505293228,max_assembly_burnup
22,24155,0.553901919527062,1.3770380142206582,max_assembly_burnup
23,23963,0.5679686604966552,1.4220378993448233,max_assembly_burnup
24,23998,0.5996167592414374,1.4839479648095675,max_assembly_burnup
25,24540,0.624601259556062,1.5022040960065197,max_assembly_burnup
26,25141,0.6270906627582096,1.5349568958871962,max_assembly_burnup
27,25366,0.613302172554131,1.4986883737483245,max_assembly_burnup
28,26215,0.6388467470576547,1.5531271200648482,max_assembly_burnup
29,26844,0.6511038806053053,1.5568196282409479,max_assembly_burnup
30,27410,0.6747220777264924,1.6543295321050708,max_assembly_burnup
31,28293,0.6943554857607532,1.662533252394585,max_assembly_burnup
32,29279,0.7261469423824369,1.7557868618976058,max_assembly_burnup
33,30787,0.7177806321304645,1.727564929791795,max_assembly_burnup
34,32298,0.7149954826074729,1.7527066395597248,max_assembly_burnup
35,33367,0.7213368809778647,1.7535531274612641,max_assembly_burnup
36,34770,0.7480649772993264,1.8698579127552486,max_assembly_burnup
37,34647,0.7694175558362298,1.9950993348630472,max_assembly_burnup
38,34737,0.8199637109073694,2.0970511779802514,max_assembly_burnup
39,33749,0.850504098584678,2.1889659393463505,max_assembly_burnup
40,34555,0.9143495282776286,2.4194124306178555,max_assembly_burnup
41,37418,0.9412890900667202,2.5060599427013734,max_assembly_burnup
42,37974,0.8750224174336292,2.3537856945278346,max_assembly_burnup
43,42751,0.820823077243817,2.266936037683329,max_assembly_burnup
44,47757,0.9699385090800657,2.6133638286219822,max_assembly_burnup
45,50806,0.8690319157219085,2.4438773695626503,max_assembly_burnup
46,50926,0.8877736395297303,2.6548553724227313,max_assembly_burnup
47,49293,0.9492667728662021,2.8595283323291336,max_assembly_burnup
48,58607,0.9528694136128147,2.7576593700325898,max_assembly_burnup
49,68346,0.9870271752016394,2.847515093370497,max_assembly_burnup
50,73860,0.9252078426675645,2.78780892716626,max_assembly_burnup
51,76962,1.017375049926294,3.1262829986032066,max_assembly_burnup
52,92467,1.0767614912537837,3.40830873288849,max_assembly_burnup
53,113292,1.104030060980615,3.698816857562758,max_assembly_burnup
54,158046,1.1660384496496448,3.900074411177758,max_assembly_burnup
55,214391,1.1207261903533496,3.823681908244749,max_assembly_burnup
56,263887,1.0937817794597995,3.950819994378276,max_assembly_burnup
57,294842,1.0815881207500255,4.167811347693002,max_assembly_burnup
58,322993,1.1030907806053882,4.497929484437743,max_assembly_burnup
59,349181,1.1589756645458138,4.92283316203774,max_assembly_burnup
60,353743,1.1971127368876837,5.270434125486582,max_assembly_burnup
61,306118,1.2105368357598352,5.553639785180878,max_assembly_burnup
62,259891,1.2374811399741281,5.742869745472141,max_assembly_burnup
63,167506,1.1967092209537864,6.097305115592874,max_assembly_burnup
64,92395,1.1654550823466425,6.458118268082689,max_assembly_burnup
65,41751,1.2218698776266126,6.832830196043208,max_assembly_burnup
66,14612,1.1930299340514086,6.976629808342459,max_assembly_burnup
67,3106,1.2599797750917003,7.4002848208306515,max_assembly_burnup
68,373,1.616814569290411,9.580604063002687,max_assembly_burnup
69,12,3.4878555861382226,11.310011250000008,max_assembly_burnup
1,230,0.015250419740604634,0.0009097368820853855,node_peak
2,2900,0.04777124789370579,0.0017074154163229055,node_peak
