digest16,work_dir,cycle_evidence,f_xy,f_xya,n_steps,sane,reason,efpd_max,key_source
96272b40fa8482fb,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-0283755b34-z7gsqllw_a5b4ffaf,final,1.6088,1.446,27,1,,632.317,deck
2bda978dd38b7f5b,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-037dfd05ba-iw0we987_57d5604a,final,2.3104,2.0427,27,1,,637.371,deck
5a5233a4dc369b1f,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-04de109214-7dhtfout_afeab185,final,1.626,1.4653,27,1,,631.729,deck
6115f5871f256c3d,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-05187fc5c7-q3l0so3f_426f262b,final,1.6788,1.5136,27,1,,632.185,deck
cfa23cca993bedfa,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-058c3943f2-m5260oxl_4f8062a1,final,1.606,1.4495,27,1,,632.784,deck
1295cd0dbb18c670,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-05dec7cccb-oimeni8a_c21aeb80,final,1.6177,1.4582,27,1,,633.956,deck
911d25bd0eaecc5a,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-08d1c79858-yvkd8ajm_a0074ff3,final,1.6342,1.4727,27,1,,632.867,deck
9fca386d3380e80c,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-0e4166c7d8-2plsdi0u_7d65305a,final,1.6136,1.4488,27,1,,635.062,deck
d64fb45214872d70,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-178d963961-mo5n0ktq_eec0dfee,final,1.698,1.5313,27,1,,632.986,deck
5e5066881050376e,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-1ad416c661-xqo7e8_a_ab8b5bb7,final,1.6168,1.4566,27,1,,632.817,deck
7141c82a8fec1160,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-1bab8a0ae7-f3hjmaw1_74b6c9ea,final,1.6476,1.482,27,1,,631.908,deck
a43614321af2f27e,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-1d553a4f7f-v_8f8uvf_95ebe88b,final,1.7487,1.5638,27,1,,637.614,deck
c9666e67b5e4c139,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-1d874257bd-yz1ca9x1_296b1378,final,1.6676,1.5039,27,1,,633.09,deck
63efd5d8975595ed,..\2_LP\LOW_Fr_MASTER_result\srv199\kit_frontier_runs_fpcamp2_199_~_RST.APRQ_11_0635.1-1ea66d00bf-colnuifx_7cf78af5,final,1.6633,1.4997,27,1,,633.036,deck
