move_class,fresh_radial_dir,n,n_F_xy,mean_F_xy,median_F_xy,improving_F_xy,n_F_r,mean_F_r,median_F_r,improving_F_r,n_node_peak,mean_node_peak,median_node_peak,improving_node_peak,n_cyclen,mean_cyclen,median_cyclen,improving_cyclen
batch_flip,inward,21,19,-0.013531578947368415,-0.015488888888888788,0.7894736842105263,21,-0.012052380952380912,-0.018000000000000037,0.8095238095238095,21,-0.008408572849982884,-0.015740072748649313,0.6666666666666666,21,-1.8134809523809539,-1.9020999999999275,0.0
batch_flip,neutral,60,60,0.001349999999999992,-0.0035200000000000786,0.5166666666666667,60,0.0024449999999999776,0.0015499999999999733,0.4666666666666667,60,-0.007099997997283933,-0.004305002067391027,0.5833333333333334,60,-0.08433333333333053,-0.31590000000005036,0.35
batch_flip,outward,19,19,0.003210526315789532,-0.0158299999999999,0.631578947368421,19,-0.0014789473684210606,-0.02140000000000002,0.7368421052631579,19,0.0003884318692868208,-0.014039909799430494,0.7894736842105263,19,1.1625842105263213,1.7409000000001016,0.8421052631578947
batch_swap,inward,38,36,0.055422746913580276,0.06414055555555553,0.3333333333333333,38,0.03156315789473683,0.03020000000000003,0.34210526315789475,38,0.01283737373948843,-0.007159975135399715,0.5526315789473685,38,-0.20713157894735815,-0.09890000000002033,0.34210526315789475
batch_swap,neutral,120,120,0.04904666666666667,0.04193250000000004,0.2916666666666667,120,0.06700249999999998,0.07349999999999993,0.24166666666666667,120,0.06356582740942636,0.07659500240320614,0.20833333333333334,120,-0.28376666666666217,-0.2377250000000231,0.24166666666666667
batch_swap,outward,40,38,0.019165789473684212,0.009340555555555567,0.4473684210526316,40,0.01572000000000002,0.010400000000000166,0.4,40,0.008870002627372742,0.006609940539210813,0.425,40,0.026375000000007275,-0.08990000000000578,0.35
fresh_relocate,inward,195,191,0.15934392670157063,0.14003500000000002,0.14136125654450263,195,0.11814205128205127,0.09410000000000004,0.1282051282051282,195,0.04486033341859411,0.018060052404072924,0.3435897435897436,195,-0.26459743589742996,-0.26880000000008974,0.38974358974358975
fresh_relocate,outward,197,193,0.10492481865284974,0.07391111111111114,0.16580310880829016,197,0.07391370558375633,0.051299999999999936,0.18781725888324874,197,0.026176749692034644,0.004719936845553607,0.4619289340101523,197,-1.4390167512690304,-0.8638999999999385,0.14720812182741116
rewire_swap,neutral,100,98,0.0,-0.0058675000000001365,0.7142857142857143,100,-3.469446951953614e-20,-0.007359999999999978,0.74,100,0.0,-0.008204993603822973,0.73,100,-8.326672684688674e-19,-0.04245000000005916,0.34
