case_pair,feed,slot,row,col,orbit_class,multiplicity,radius,periphery,diagonal_slot,p_orig,p_tp_detransposed,d
G3_G4,121,19,2,1,interior,4,2.23606797749979,False,False,1.3112000226974487,1.309399962425232,0.0018000602722167969
G3_G4,121,20,2,2,interior,4,2.8284271247461903,False,True,1.1367000341415405,1.13510000705719,0.001600027084350586
G3_G4,121,21,2,3,interior,4,3.605551275463989,False,False,1.0857000350952148,1.0857000350952148,0.0
G3_G4,121,22,2,4,interior,4,4.47213595499958,False,False,1.2307000160217285,1.2330000400543213,-0.0023000240325927734
G3_G4,121,23,2,5,interior,4,5.385164807134504,False,False,1.298699975013733,1.3011000156402588,-0.002400040626525879
G3_G4,121,24,2,6,interior,4,6.324555320336759,False,False,1.1943000555038452,1.1960999965667725,-0.001799941062927246
G3_G4,121,25,2,7,interior,4,7.280109889280518,False,False,0.9883999824523926,0.989799976348877,-0.001399993896484375
G3_G4,121,26,2,8,interior,4,8.246211251235321,True,False,0.524399995803833,0.5253999829292297,-0.0009999871253967285
G3_G4,121,27,3,0,vertical_axis,2,3.0,False,False,1.3662999868392944,1.3653000593185425,0.0009999275207519531
G3_G4,121,28,3,1,interior,4,3.1622776601683795,False,False,1.170199990272522,1.1660000085830688,0.004199981689453125
G3_G4,121,29,3,2,interior,4,3.605551275463989,False,False,1.1764999628067017,1.1754000186920166,0.0010999441146850586
G3_G4,121,30,3,3,interior,4,4.242640687119285,False,True,1.3071999549865723,1.30649995803833,0.0006999969482421875
G3_G4,121,31,3,4,interior,4,5.0,False,False,1.0907000303268433,1.090499997138977,0.00020003318786621094
G3_G4,121,32,3,5,interior,4,5.830951894845301,False,False,1.0872999429702759,1.0887000560760498,-0.0014001131057739258
G3_G4,121,33,3,6,interior,4,6.708203932499369,False,False,1.09089994430542,1.0918999910354614,-0.001000046730041504
G3_G4,121,34,3,7,interior,4,7.615773105863909,False,False,0.8659999966621399,0.8668000102043152,-0.000800013542175293
G3_G4,121,35,3,8,interior,4,8.54400374531753,True,False,0.35040000081062317,0.3504999876022339,-9.998679161071777e-05
G3_G4,121,36,4,0,vertical_axis,2,4.0,False,False,1.2146999835968018,1.2134000062942505,0.0012999773025512695
G3_G4,121,37,4,1,interior,4,4.123105625617661,False,False,1.1766999959945679,1.1689000129699707,0.007799983024597168
G3_G4,121,38,4,2,interior,4,4.47213595499958,False,False,1.2836999893188477,1.2807999849319458,0.0029000043869018555
G3_G4,121,39,4,3,interior,4,5.0,False,False,1.1339000463485718,1.1327999830245972,0.0011000633239746094
G3_G4,121,40,4,4,interior,4,5.656854249492381,False,True,1.2216999530792236,1.2213000059127808,0.0003999471664428711
G3_G4,121,41,4,5,interior,4,6.4031242374328485,False,False,1.1621999740600586,1.162500023841858,-0.0003000497817993164
G3_G4,121,42,4,6,interior,4,7.211102550927978,False,False,0.9761000275611877,0.9764999747276306,-0.0003999471664428711
G3_G4,121,43,4,7,interior,4,8.06225774829855,True,False,0.6183000206947327,0.6186000108718872,-0.000299990177154541
G3_G4,121,44,5,0,vertical_axis,2,5.0,False,False,1.1269999742507935,1.1273000240325928,-0.0003000497817993164
G3_G4,121,45,5,1,interior,4,5.0990195135927845,False,False,1.2762999534606934,1.2736999988555908,0.002599954605102539
G3_G4,121,46,5,2,interior,4,5.385164807134504,False,False,1.295199990272522,1.2933000326156616,0.0018999576568603516
G3_G4,121,47,5,3,interior,4,5.830951894845301,False,False,1.1009000539779663,1.1004999876022339,0.0004000663757324219
G3_G4,121,48,5,4,interior,4,6.4031242374328485,False,False,1.126099944114685,1.1252000331878662,0.0008999109268188477
G3_G4,121,49,5,5,interior,4,7.0710678118654755,False,True,1.0196000337600708,1.0192999839782715,0.0003000497817993164
G3_G4,121,50,5,6,interior,4,7.810249675906654,False,False,0.8320000171661377,0.8320000171661377,0.0
G3_G4,121,51,5,7,interior,4,8.602325267042627,True,False,0.4138000011444092,0.4138999879360199,-9.998679161071777e-05
G3_G4,121,52,6,0,vertical_axis,2,6.0,False,False,1.180999994277954,1.1821000576019287,-0.0011000633239746094
G3_G4,121,53,6,1,interior,4,6.082762530298219,False,False,1.097599983215332,1.0976999998092651,-0.00010001659393310547
G3_G4,121,54,6,2,interior,4,6.324555320336759,False,False,1.2269999980926514,1.2259000539779663,0.0010999441146850586
G3_G4,121,55,6,3,interior,4,6.708203932499369,False,False,1.2347999811172485,1.2339999675750732,0.000800013542175293
G3_G4,121,56,6,4,interior,4,7.211102550927978,False,False,1.0966999530792236,1.0960999727249146,0.000599980354309082
G3_G4,121,57,6,5,interior,4,7.810249675906654,False,False,0.8531000018119812,0.8526999950408936,0.0004000067710876465
G3_G4,121,58,6,6,interior,4,8.48528137423857,True,True,0.48980000615119934,0.48969998955726624,0.00010001659393310547
G3_G4,121,59,7,0,vertical_axis,2,7.0,False,False,0.974399983882904,0.9753999710083008,-0.0009999871253967285
G3_G4,121,60,7,1,interior,4,7.0710678118654755,False,False,0.9724000096321106,0.9726999998092651,-0.000299990177154541
G3_G4,121,61,7,2,interior,4,7.280109889280518,False,False,1.0056999921798706,1.0054999589920044,0.00020003318786621094
G3_G4,121,62,7,3,interior,4,7.615773105863909,False,False,0.9064000248908997,0.9059000015258789,0.000500023365020752
G3_G4,121,63,7,4,interior,4,8.06225774829855,True,False,0.6567000150680542,0.6564000248908997,0.000299990177154541
G3_G4,121,64,7,5,interior,4,8.602325267042627,True,False,0.40939998626708984,0.4092000126838684,0.00019997358322143555
G3_G4,121,65,8,0,vertical_axis,2,8.0,True,False,0.5368000268936157,0.5376999974250793,-0.000899970531463623
G3_G4,121,66,8,1,interior,4,8.06225774829855,True,False,0.5174999833106995,0.5180000066757202,-0.000500023365020752
G3_G4,121,67,8,2,interior,4,8.246211251235321,True,False,0.43220001459121704,0.4323999881744385,-0.00019997358322143555
G3_G4,121,68,8,3,interior,4,8.54400374531753,True,False,0.33000001311302185,0.33000001311302185,0.0
N3_N4,113,0,0,0,center,1,0.0,False,True,1.944200038909912,1.9419000148773193,0.0023000240325927734
N3_N4,113,1,0,1,horizontal_axis,2,1.0,False,False,1.8710999488830566,1.8687000274658203,0.002399921417236328
N3_N4,113,2,0,2,horizontal_axis,2,2.0,False,False,1.7568999528884888,1.75600004196167,0.0008999109268188477
N3_N4,113,3,0,3,horizontal_axis,2,3.0,False,False,1.6689000129699707,1.669800043106079,-0.0009000301361083984
N3_N4,113,4,0,4,horizontal_axis,2,4.0,False,False,0.9620000123977661,0.9631999731063843,-0.001199960708618164
N3_N4,113,5,0,5,horizontal_axis,2,5.0,False,False,0.7376000285148621,0.7386000156402588,-0.0009999871253967285
N3_N4,113,6,0,6,horizontal_axis,2,6.0,False,False,0.9165999889373779,0.9169999957084656,-0.0004000067710876465
N3_N4,113,7,0,7,horizontal_axis,2,7.0,False,False,0.7458999752998352,0.7469000220298767,-0.001000046730041504
N3_N4,113,8,0,8,horizontal_axis,2,8.0,True,False,0.367000013589859,0.36809998750686646,-0.0010999739170074463
N3_N4,113,9,1,0,vertical_axis,2,1.0,False,False,1.8710999488830566,1.8687000274658203,0.002399921417236328
N3_N4,113,10,1,1,interior,4,1.4142135623730951,False,True,1.4463000297546387,1.444700002670288,0.001600027084350586
N3_N4,113,11,1,2,interior,4,2.23606797749979,False,False,1.7055000066757202,1.705399990081787,0.00010001659393310547
N3_N4,113,12,1,3,interior,4,3.1622776601683795,False,False,1.621500015258789,1.6198999881744385,0.001600027084350586
N3_N4,113,13,1,4,interior,4,4.123105625617661,False,False,1.3732000589370728,1.368899941444397,0.004300117492675781
N3_N4,113,14,1,5,interior,4,5.0990195135927845,False,False,1.1983000040054321,1.198699951171875,-0.0003999471664428711
N3_N4,113,15,1,6,interior,4,6.082762530298219,False,False,0.9490000009536743,0.9502999782562256,-0.0012999773025512695
N3_N4,113,16,1,7,interior,4,7.0710678118654755,False,False,0.6330000162124634,0.6342999935150146,-0.0012999773025512695
N3_N4,113,17,1,8,interior,4,8.06225774829855,True,False,0.40400001406669617,0.40610000491142273,-0.0020999908447265625
N3_N4,113,18,2,0,vertical_axis,2,2.0,False,False,1.7568999528884888,1.75600004196167,0.0008999109268188477
N3_N4,113,19,2,1,interior,4,2.23606797749979,False,False,1.7767000198364258,1.774899959564209,0.0018000602722167969
N3_N4,113,20,2,2,interior,4,2.8284271247461903,False,True,1.513200044631958,1.5127999782562256,0.0004000663757324219
N3_N4,113,21,2,3,interior,4,3.605551275463989,False,False,1.5388000011444092,1.5379999876022339,0.000800013542175293
N3_N4,113,22,2,4,interior,4,4.47213595499958,False,False,1.3467999696731567,1.3458000421524048,0.0009999275207519531
N3_N4,113,23,2,5,interior,4,5.385164807134504,False,False,1.2589999437332153,1.2587000131607056,0.0002999305725097656
N3_N4,113,24,2,6,interior,4,6.324555320336759,False,False,0.8478999733924866,0.8482000231742859,-0.0003000497817993164
N3_N4,113,25,2,7,interior,4,7.280109889280518,False,False,0.6866000294685364,0.6873000264167786,-0.0006999969482421875
N3_N4,113,26,2,8,interior,4,8.246211251235321,True,False,0.38850000500679016,0.38929998874664307,-0.0007999837398529053
N3_N4,113,27,3,0,vertical_axis,2,3.0,False,False,1.6689000129699707,1.669800043106079,-0.0009000301361083984
N3_N4,113,28,3,1,interior,4,3.1622776601683795,False,False,1.531499981880188,1.5331000089645386,-0.001600027084350586
N3_N4,113,29,3,2,interior,4,3.605551275463989,False,False,1.5029000043869019,1.5037000179290771,-0.000800013542175293
N3_N4,113,30,3,3,interior,4,4.242640687119285,False,True,1.3938000202178955,1.393399953842163,0.0004000663757324219
N3_N4,113,31,3,4,interior,4,5.0,False,False,1.4473999738693237,1.4471999406814575,0.00020003318786621094
N3_N4,113,32,3,5,interior,4,5.830951894845301,False,False,1.0075000524520874,1.0078999996185303,-0.0003999471664428711
N3_N4,113,33,3,6,interior,4,6.708203932499369,False,False,0.8859999775886536,0.8862000107765198,-0.00020003318786621094
N3_N4,113,34,3,7,interior,4,7.615773105863909,False,False,0.6129999756813049,0.6132000088691711,-0.00020003318786621094
N3_N4,113,35,3,8,interior,4,8.54400374531753,True,False,0.2824000120162964,0.2825999855995178,-0.00019997358322143555
N3_N4,113,36,4,0,vertical_axis,2,4.0,False,False,0.9620000123977661,0.9631999731063843,-0.001199960708618164
N3_N4,113,37,4,1,interior,4,4.123105625617661,False,False,1.4407000541687012,1.4463000297546387,-0.0055999755859375
N3_N4,113,38,4,2,interior,4,4.47213595499958,False,False,1.5922000408172607,1.5937000513076782,-0.0015000104904174805
N3_N4,113,39,4,3,interior,4,5.0,False,False,1.5716999769210815,1.5719000101089478,-0.00020003318786621094
N3_N4,113,40,4,4,interior,4,5.656854249492381,False,True,1.3697999715805054,1.3696999549865723,0.00010001659393310547
N3_N4,113,41,4,5,interior,4,6.4031242374328485,False,False,0.9223999977111816,0.9228000044822693,-0.0004000067710876465
N3_N4,113,42,4,6,interior,4,7.211102550927978,False,False,0.7681999802589417,0.7684999704360962,-0.000299990177154541
N3_N4,113,43,4,7,interior,4,8.06225774829855,True,False,0.42899999022483826,0.42899999022483826,0.0
N3_N4,113,44,5,0,vertical_axis,2,5.0,False,False,0.7376000285148621,0.7386000156402588,-0.0009999871253967285
N3_N4,113,45,5,1,interior,4,5.0990195135927845,False,False,1.0351999998092651,1.0355000495910645,-0.0003000497817993164
N3_N4,113,46,5,2,interior,4,5.385164807134504,False,False,1.2914999723434448,1.2922999858856201,-0.000800013542175293
N3_N4,113,47,5,3,interior,4,5.830951894845301,False,False,1.3622000217437744,1.3622000217437744,0.0
N3_N4,113,48,5,4,interior,4,6.4031242374328485,False,False,1.0228999853134155,1.0221999883651733,0.0006999969482421875
N3_N4,113,49,5,5,interior,4,7.0710678118654755,False,True,0.7555999755859375,0.7551000118255615,0.0004999637603759766
N3_N4,113,50,5,6,interior,4,7.810249675906654,False,False,0.579800009727478,0.5795999765396118,0.00020003318786621094
N3_N4,113,51,5,7,interior,4,8.602325267042627,True,False,0.2930000126361847,0.2930000126361847,0.0
N3_N4,113,52,6,0,vertical_axis,2,6.0,False,False,0.9165999889373779,0.9169999957084656,-0.0004000067710876465
N3_N4,113,53,6,1,interior,4,6.082762530298219,False,False,0.8964999914169312,0.8960999846458435,0.0004000067710876465
N3_N4,113,54,6,2,interior,4,6.324555320336759,False,False,1.1273000240325928,1.1270999908447266,0.00020003318786621094
N3_N4,113,55,6,3,interior,4,6.708203932499369,False,False,0.9046000242233276,0.90420001745224,0.0004000067710876465
N3_N4,113,56,6,4,interior,4,7.211102550927978,False,False,0.8752999901771545,0.8745999932289124,0.0006999969482421875
N3_N4,113,57,6,5,interior,4,7.810249675906654,False,False,0.6259999871253967,0.6254000067710876,0.000599980354309082
N3_N4,113,58,6,6,interior,4,8.48528137423857,True,True,0.28690001368522644,0.2867000102996826,0.00020000338554382324
N3_N4,113,59,7,0,vertical_axis,2,7.0,False,False,0.7458999752998352,0.7469000220298767,-0.001000046730041504
N3_N4,113,60,7,1,interior,4,7.0710678118654755,False,False,0.8442999720573425,0.8438000082969666,0.0004999637603759766
N3_N4,113,61,7,2,interior,4,7.280109889280518,False,False,0.8532000184059143,0.8526999950408936,0.000500023365020752
N3_N4,113,62,7,3,interior,4,7.615773105863909,False,False,0.7132999897003174,0.7128000259399414,0.0004999637603759766
N3_N4,113,63,7,4,interior,4,8.06225774829855,True,False,0.439300000667572,0.43849998712539673,0.000800013542175293
N3_N4,113,64,7,5,interior,4,8.602325267042627,True,False,0.259799987077713,0.25940001010894775,0.0003999769687652588
N3_N4,113,65,8,0,vertical_axis,2,8.0,True,False,0.367000013589859,0.36809998750686646,-0.0010999739170074463
N3_N4,113,66,8,1,interior,4,8.06225774829855,True,False,0.45910000801086426,0.4580000042915344,0.001100003719329834
N3_N4,113,67,8,2,interior,4,8.246211251235321,True,False,0.37619999051094055,0.3758000135421753,0.0003999769687652588
N3_N4,113,68,8,3,interior,4,8.54400374531753,True,False,0.2888999879360199,0.28859999775886536,0.000299990177154541
E1_E2,121,0,0,0,center,1,0.0,False,True,1.2611000537872314,1.2757999897003174,-0.014699935913085938
E1_E2,121,1,0,1,horizontal_axis,2,1.0,False,False,1.1991000175476074,1.2071000337600708,-0.008000016212463379
E1_E2,121,2,0,2,horizontal_axis,2,2.0,False,False,1.2522000074386597,1.2525999546051025,-0.0003999471664428711
E1_E2,121,3,0,3,horizontal_axis,2,3.0,False,False,1.1460000276565552,1.145900011062622,0.00010001659393310547
E1_E2,121,4,0,4,horizontal_axis,2,4.0,False,False,1.12909996509552,1.1306999921798706,-0.001600027084350586
E1_E2,121,5,0,5,horizontal_axis,2,5.0,False,False,1.1578999757766724,1.1613999605178833,-0.0034999847412109375
E1_E2,121,6,0,6,horizontal_axis,2,6.0,False,False,1.164199948310852,1.1633000373840332,0.0008999109268188477
E1_E2,121,7,0,7,horizontal_axis,2,7.0,False,False,1.0051000118255615,1.0015000104904175,0.003600001335144043
E1_E2,121,8,0,8,horizontal_axis,2,8.0,True,False,0.5996000170707703,0.5976999998092651,0.001900017261505127
E1_E2,121,9,1,0,vertical_axis,2,1.0,False,False,1.1991000175476074,1.2071000337600708,-0.008000016212463379
E1_E2,121,10,1,1,interior,4,1.4142135623730951,False,True,1.1502000093460083,1.153499960899353,-0.0032999515533447266
E1_E2,121,11,1,2,interior,4,2.23606797749979,False,False,1.1686999797821045,1.1698999404907227,-0.001199960708618164
E1_E2,121,12,1,3,interior,4,3.1622776601683795,False,False,1.2627999782562256,1.2626999616622925,0.00010001659393310547
E1_E2,121,13,1,4,interior,4,4.123105625617661,False,False,1.1771999597549438,1.1815999746322632,-0.004400014877319336
E1_E2,121,14,1,5,interior,4,5.0990195135927845,False,False,1.2618999481201172,1.2699999809265137,-0.008100032806396484
E1_E2,121,15,1,6,interior,4,6.082762530298219,False,False,1.1832000017166138,1.1928999423980713,-0.00969994068145752
E1_E2,121,16,1,7,interior,4,7.0710678118654755,False,False,1.0170999765396118,1.020400047302246,-0.0033000707626342773
E1_E2,121,17,1,8,interior,4,8.06225774829855,True,False,0.5814999938011169,0.5817999839782715,-0.000299990177154541
E1_E2,121,18,2,0,vertical_axis,2,2.0,False,False,1.2522000074386597,1.2525999546051025,-0.0003999471664428711
E1_E2,121,19,2,1,interior,4,2.23606797749979,False,False,1.2791999578475952,1.2795000076293945,-0.0003000497817993164
E1_E2,121,20,2,2,interior,4,2.8284271247461903,False,True,1.2999000549316406,1.3006000518798828,-0.0006999969482421875
E1_E2,121,21,2,3,interior,4,3.605551275463989,False,False,1.3011000156402588,1.302299976348877,-0.001199960708618164
E1_E2,121,22,2,4,interior,4,4.47213595499958,False,False,1.2445000410079956,1.2475999593734741,-0.0030999183654785156
E1_E2,121,23,2,5,interior,4,5.385164807134504,False,False,1.330199956893921,1.3346999883651733,-0.004500031471252441
E1_E2,121,24,2,6,interior,4,6.324555320336759,False,False,1.1502000093460083,1.1542999744415283,-0.0040999650955200195
E1_E2,121,25,2,7,interior,4,7.280109889280518,False,False,0.8123000264167786,0.8129000067710876,-0.000599980354309082
E1_E2,121,26,2,8,interior,4,8.246211251235321,True,False,0.4253999888896942,0.42590001225471497,-0.000500023365020752
E1_E2,121,27,3,0,vertical_axis,2,3.0,False,False,1.1460000276565552,1.145900011062622,0.00010001659393310547
E1_E2,121,28,3,1,interior,4,3.1622776601683795,False,False,1.288699984550476,1.2892999649047852,-0.000599980354309082
E1_E2,121,29,3,2,interior,4,3.605551275463989,False,False,1.3177000284194946,1.3174999952316284,0.00020003318786621094
E1_E2,121,30,3,3,interior,4,4.242640687119285,False,True,1.2245999574661255,1.2252000570297241,-0.0006000995635986328
E1_E2,121,31,3,4,interior,4,5.0,False,False,1.343999981880188,1.3458000421524048,-0.0018000602722167969
E1_E2,121,32,3,5,interior,4,5.830951894845301,False,False,1.2652000188827515,1.267699956893921,-0.0024999380111694336
E1_E2,121,33,3,6,interior,4,6.708203932499369,False,False,1.1051000356674194,1.107300043106079,-0.002200007438659668
E1_E2,121,34,3,7,interior,4,7.615773105863909,False,False,0.8093000054359436,0.8105000257492065,-0.0012000203132629395
E1_E2,121,35,3,8,interior,4,8.54400374531753,True,False,0.3409000039100647,0.34130001068115234,-0.0004000067710876465
E1_E2,121,36,4,0,vertical_axis,2,4.0,False,False,1.12909996509552,1.1306999921798706,-0.001600027084350586
E1_E2,121,37,4,1,interior,4,4.123105625617661,False,False,1.2342000007629395,1.2316999435424805,0.0025000572204589844
E1_E2,121,38,4,2,interior,4,4.47213595499958,False,False,1.2143000364303589,1.2120000123977661,0.0023000240325927734
E1_E2,121,39,4,3,interior,4,5.0,False,False,1.3199000358581543,1.319100022315979,0.000800013542175293
E1_E2,121,40,4,4,interior,4,5.656854249492381,False,True,1.1734000444412231,1.1741000413894653,-0.0006999969482421875
E1_E2,121,41,4,5,interior,4,6.4031242374328485,False,False,1.0981999635696411,1.0997999906539917,-0.001600027084350586
E1_E2,121,42,4,6,interior,4,7.211102550927978,False,False,1.0322999954223633,1.0336999893188477,-0.001399993896484375
E1_E2,121,43,4,7,interior,4,8.06225774829855,True,False,0.6319000124931335,0.6327999830245972,-0.000899970531463623
E1_E2,121,44,5,0,vertical_axis,2,5.0,False,False,1.1578999757766724,1.1613999605178833,-0.0034999847412109375
E1_E2,121,45,5,1,interior,4,5.0990195135927845,False,False,1.2483999729156494,1.2416000366210938,0.006799936294555664
E1_E2,121,46,5,2,interior,4,5.385164807134504,False,False,1.136199951171875,1.1291999816894531,0.006999969482421875
E1_E2,121,47,5,3,interior,4,5.830951894845301,False,False,1.1377999782562256,1.13510000705719,0.0026999711990356445
E1_E2,121,48,5,4,interior,4,6.4031242374328485,False,False,1.1669000387191772,1.166200041770935,0.0006999969482421875
E1_E2,121,49,5,5,interior,4,7.0710678118654755,False,True,1.07260000705719,1.0729000568389893,-0.0003000497817993164
E1_E2,121,50,5,6,interior,4,7.810249675906654,False,False,0.7498000264167786,0.7504000067710876,-0.000599980354309082
E1_E2,121,51,5,7,interior,4,8.602325267042627,True,False,0.32710000872612,0.32739999890327454,-0.000299990177154541
E1_E2,121,52,6,0,vertical_axis,2,6.0,False,False,1.164199948310852,1.1633000373840332,0.0008999109268188477
E1_E2,121,53,6,1,interior,4,6.082762530298219,False,False,1.2128000259399414,1.2005000114440918,0.01230001449584961
E1_E2,121,54,6,2,interior,4,6.324555320336759,False,False,1.226199984550476,1.2187999486923218,0.007400035858154297
E1_E2,121,55,6,3,interior,4,6.708203932499369,False,False,1.1533000469207764,1.1497999429702759,0.0035001039505004883
E1_E2,121,56,6,4,interior,4,7.211102550927978,False,False,1.017699956893921,1.0162999629974365,0.001399993896484375
E1_E2,121,57,6,5,interior,4,7.810249675906654,False,False,0.7416999936103821,0.7414000034332275,0.000299990177154541
E1_E2,121,58,6,6,interior,4,8.48528137423857,True,True,0.4334999918937683,0.4336000084877014,-0.00010001659393310547
E1_E2,121,59,7,0,vertical_axis,2,7.0,False,False,1.0051000118255615,1.0015000104904175,0.003600001335144043
E1_E2,121,60,7,1,interior,4,7.0710678118654755,False,False,1.0163999795913696,1.007699966430664,0.008700013160705566
E1_E2,121,61,7,2,interior,4,7.280109889280518,False,False,0.8027999997138977,0.7979000210762024,0.0048999786376953125
E1_E2,121,62,7,3,interior,4,7.615773105863909,False,False,0.6894000172615051,0.6880000233650208,0.001399993896484375
E1_E2,121,63,7,4,interior,4,8.06225774829855,True,False,0.5512999892234802,0.5504000186920166,0.000899970531463623
E1_E2,121,64,7,5,interior,4,8.602325267042627,True,False,0.31690001487731934,0.3167000114917755,0.00020000338554382324
E1_E2,121,65,8,0,vertical_axis,2,8.0,True,False,0.5996000170707703,0.5976999998092651,0.001900017261505127
E1_E2,121,66,8,1,interior,4,8.06225774829855,True,False,0.4909000098705292,0.48750001192092896,0.0033999979496002197
E1_E2,121,67,8,2,interior,4,8.246211251235321,True,False,0.43459999561309814,0.43209999799728394,0.002499997615814209
E1_E2,121,68,8,3,interior,4,8.54400374531753,True,False,0.3098999857902527,0.30869999527931213,0.0011999905109405518
E1_E2,125,0,0,0,center,1,0.0,False,True,1.160099983215332,1.1775000095367432,-0.017400026321411133
E1_E2,125,1,0,1,horizontal_axis,2,1.0,False,False,1.1007000207901,1.1098999977111816,-0.009199976921081543
E1_E2,125,2,0,2,horizontal_axis,2,2.0,False,False,1.198099970817566,1.2015999555587769,-0.0034999847412109375
E1_E2,125,3,0,3,horizontal_axis,2,3.0,False,False,1.1124999523162842,1.1171000003814697,-0.004600048065185547
E1_E2,125,4,0,4,horizontal_axis,2,4.0,False,False,1.1754000186920166,1.1759999990463257,-0.000599980354309082
E1_E2,125,5,0,5,horizontal_axis,2,5.0,False,False,1.2971999645233154,1.2961000204086304,0.0010999441146850586
E1_E2,125,6,0,6,horizontal_axis,2,6.0,False,False,1.260599970817566,1.2604999542236328,0.00010001659393310547
E1_E2,125,7,0,7,horizontal_axis,2,7.0,False,False,1.173200011253357,1.1712000370025635,0.001999974250793457
E1_E2,125,8,0,8,horizontal_axis,2,8.0,True,False,0.6341000199317932,0.6330999732017517,0.001000046730041504
E1_E2,125,9,1,0,vertical_axis,2,1.0,False,False,1.1007000207901,1.1098999977111816,-0.009199976921081543
E1_E2,125,10,1,1,interior,4,1.4142135623730951,False,True,1.0916999578475952,1.097000002861023,-0.005300045013427734
E1_E2,125,11,1,2,interior,4,2.23606797749979,False,False,1.1051000356674194,1.107100009918213,-0.001999974250793457
E1_E2,125,12,1,3,interior,4,3.1622776601683795,False,False,1.2092000246047974,1.2134000062942505,-0.004199981689453125
E1_E2,125,13,1,4,interior,4,4.123105625617661,False,False,1.1505000591278076,1.155400037765503,-0.0048999786376953125
E1_E2,125,14,1,5,interior,4,5.0990195135927845,False,False,1.3095999956130981,1.315000057220459,-0.00540006160736084
E1_E2,125,15,1,6,interior,4,6.082762530298219,False,False,1.261299967765808,1.2711000442504883,-0.009800076484680176
E1_E2,125,16,1,7,interior,4,7.0710678118654755,False,False,1.1729999780654907,1.1780999898910522,-0.0051000118255615234
E1_E2,125,17,1,8,interior,4,8.06225774829855,True,False,0.6837000250816345,0.6851000189781189,-0.001399993896484375
E1_E2,125,18,2,0,vertical_axis,2,2.0,False,False,1.198099970817566,1.2015999555587769,-0.0034999847412109375
E1_E2,125,19,2,1,interior,4,2.23606797749979,False,False,1.2063000202178955,1.2079999446868896,-0.0016999244689941406
E1_E2,125,20,2,2,interior,4,2.8284271247461903,False,True,1.2318999767303467,1.2331000566482544,-0.0012000799179077148
E1_E2,125,21,2,3,interior,4,3.605551275463989,False,False,1.226199984550476,1.2276999950408936,-0.0015000104904174805
E1_E2,125,22,2,4,interior,4,4.47213595499958,False,False,1.154099941253662,1.1562999486923218,-0.002200007438659668
E1_E2,125,23,2,5,interior,4,5.385164807134504,False,False,1.3149000406265259,1.3184000253677368,-0.0034999847412109375
E1_E2,125,24,2,6,interior,4,6.324555320336759,False,False,1.313099980354309,1.3177000284194946,-0.004600048065185547
E1_E2,125,25,2,7,interior,4,7.280109889280518,False,False,0.9847000241279602,0.9876000285148621,-0.0029000043869018555
E1_E2,125,26,2,8,interior,4,8.246211251235321,True,False,0.6164000034332275,0.6179999709129333,-0.0015999674797058105
E1_E2,125,27,3,0,vertical_axis,2,3.0,False,False,1.1124999523162842,1.1171000003814697,-0.004600048065185547
E1_E2,125,28,3,1,interior,4,3.1622776601683795,False,False,1.2437000274658203,1.24399995803833,-0.0002999305725097656
E1_E2,125,29,3,2,interior,4,3.605551275463989,False,False,1.240399956703186,1.2395999431610107,0.000800013542175293
E1_E2,125,30,3,3,interior,4,4.242640687119285,False,True,1.1397000551223755,1.1384999752044678,0.0012000799179077148
E1_E2,125,31,3,4,interior,4,5.0,False,False,1.1852999925613403,1.1856000423431396,-0.0003000497817993164
E1_E2,125,32,3,5,interior,4,5.830951894845301,False,False,1.0911999940872192,1.092900037765503,-0.0017000436782836914
E1_E2,125,33,3,6,interior,4,6.708203932499369,False,False,1.1375999450683594,1.139799952507019,-0.002200007438659668
E1_E2,125,34,3,7,interior,4,7.615773105863909,False,False,0.9021999835968018,0.9039000272750854,-0.0017000436782836914
E1_E2,125,35,3,8,interior,4,8.54400374531753,True,False,0.4359000027179718,0.43689998984336853,-0.0009999871253967285
E1_E2,125,36,4,0,vertical_axis,2,4.0,False,False,1.1754000186920166,1.1759999990463257,-0.000599980354309082
E1_E2,125,37,4,1,interior,4,4.123105625617661,False,False,1.26010000705719,1.2551000118255615,0.004999995231628418
E1_E2,125,38,4,2,interior,4,4.47213595499958,False,False,1.1520999670028687,1.1490000486373901,0.0030999183654785156
E1_E2,125,39,4,3,interior,4,5.0,False,False,1.1613999605178833,1.15910005569458,0.0022999048233032227
E1_E2,125,40,4,4,interior,4,5.656854249492381,False,True,1.0356999635696411,1.0339000225067139,0.001799941062927246
E1_E2,125,41,4,5,interior,4,6.4031242374328485,False,False,1.0130000114440918,1.013100028038025,-0.00010001659393310547
E1_E2,125,42,4,6,interior,4,7.211102550927978,False,False,1.0298000574111938,1.030500054359436,-0.0006999969482421875
E1_E2,125,43,4,7,interior,4,8.06225774829855,True,False,0.6646999716758728,0.6654000282287598,-0.0007000565528869629
E1_E2,125,44,5,0,vertical_axis,2,5.0,False,False,1.2971999645233154,1.2961000204086304,0.0010999441146850586
E1_E2,125,45,5,1,interior,4,5.0990195135927845,False,False,1.2541999816894531,1.2474000453948975,0.006799936294555664
E1_E2,125,46,5,2,interior,4,5.385164807134504,False,False,1.1872999668121338,1.1822999715805054,0.004999995231628418
E1_E2,125,47,5,3,interior,4,5.830951894845301,False,False,1.0436999797821045,1.0407999753952026,0.0029000043869018555
E1_E2,125,48,5,4,interior,4,6.4031242374328485,False,False,1.0770000219345093,1.0749000310897827,0.0020999908447265625
