table,tag,n,rho,r,mae,rmse,bias,med_ae,p90,p95,p99,maxae,le2,le5,le10,le20,fold,variant,cells,med_rho,q1,q3,worst,med_mae,covered,mae_off,mae_on,bias_off,bias_on,rho_off,rho_on,le5_off,le5_on,le10_off,le10_on,band,cov,med_cell_rho,prior_mae,feed,bin,pred_mid,sd,n_act,n_pred,tp,fp,fn,precision,recall,target,med_miss,p90_miss,med_oracle,channel,model,med_cell_mae,top1,top3,pred1_in_true3,node_mae,node_bias,node_rmse,med_shape_rho,q1_shape_rho,q3_shape_rho,metric,true_sd,pred_sd,pairs,sign_acc,stratum,pkr_lo,pkr_hi,p_at_8,median,random,feature,global_rho,cell_rho,cov_lo,cov_hi,rho_cov,ci_lo,ci_hi,rho_cov_prev,rho_peak,delta_above_random,delta_acc75,acc_smallest_bin,n_smallest,med_ratio,med_sd_true,med_sd_pred,noise_to_signal
t2_frproxy,,207.0,,,,,,,,,,,,,,,C new_unseen,,12.0,,,,,,,,,,,,,,,,,F_r<1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_top5,0.1891473665323093,0.177056277056277,,,,,,,,,,,,,,,
t2_frproxy,,207.0,,,,,,,,,,,,,,,C new_unseen,,12.0,,,,,,,,,,,,,,,,,F_r<1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scalar_F_r_head,0.2990834767772788,0.2621600621600621,,,,,,,,,,,,,,,
t2_frproxy,,54.0,,,,,,,,,,,,,,,C new_unseen,,2.0,,,,,,,,,,,,,,,,,F_r<1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_peak,-0.2955494152371267,-0.0476190476190476,,,,,,,,,,,,,,,
t2_frproxy,,54.0,,,,,,,,,,,,,,,C new_unseen,,2.0,,,,,,,,,,,,,,,,,F_r<1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_pkr,-0.0999142289870384,0.0476190476190476,,,,,,,,,,,,,,,
t2_frproxy,,54.0,,,,,,,,,,,,,,,C new_unseen,,2.0,,,,,,,,,,,,,,,,,F_r<1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_CoV,-0.1602211005084023,-0.119047619047619,,,,,,,,,,,,,,,
t2_frproxy,,54.0,,,,,,,,,,,,,,,C new_unseen,,2.0,,,,,,,,,,,,,,,,,F_r<1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_top5,-0.0949585442223246,0.2261904761904762,,,,,,,,,,,,,,,
t2_frproxy,,54.0,,,,,,,,,,,,,,,C new_unseen,,2.0,,,,,,,,,,,,,,,,,F_r<1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scalar_F_r_head,0.0170399314602083,-0.0952380952380952,,,,,,,,,,,,,,,
t2_frproxy,,1515.0,,,,,,,,,,,,,,,B legacy_val,,4.0,,,,,,,,,,,,,,,,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_peak,0.868555651189689,0.8153924335097336,,,,,,,,,,,,,,,
t2_frproxy,,1515.0,,,,,,,,,,,,,,,B legacy_val,,4.0,,,,,,,,,,,,,,,,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_pkr,0.8513543734038793,0.8043431042009561,,,,,,,,,,,,,,,
t2_frproxy,,1515.0,,,,,,,,,,,,,,,B legacy_val,,4.0,,,,,,,,,,,,,,,,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_CoV,0.8681169268926536,0.7863931472709882,,,,,,,,,,,,,,,
