move_class,fresh_radial_dir,n,n_F_xy,mean_F_xy,median_F_xy,improving_F_xy,n_F_r,mean_F_r,median_F_r,improving_F_r,n_node_peak,mean_node_peak,median_node_peak,improving_node_peak,n_cyclen,mean_cyclen,median_cyclen,improving_cyclen
batch_flip,inward,21,19,0.012326315789473682,0.011400000000000077,0.21052631578947367,21,0.008700000000000036,0.007200000000000095,0.23809523809523808,21,0.008219037736877429,0.007299900047912589,0.2857142857142857,21,-1.7514285714285702,-1.836999999999989,0.0
batch_flip,neutral,60,60,0.008603333333333336,0.007849999999999913,0.4166666666666667,60,0.012548333333333325,0.014449999999999963,0.25,60,0.006030001246411532,0.011199951154473808,0.3,60,-0.008916666666666136,-0.16900000000003956,0.35
batch_flip,outward,19,19,0.029068421052631625,0.009100000000000108,0.42105263157894735,19,0.019794736842105257,-0.0028999999999999027,0.5263157894736842,19,0.017715792919188164,-0.0022000074178833984,0.5263157894736842,19,1.2266315789473765,1.7840000000001055,0.8421052631578947
batch_swap,inward,38,36,0.0812777777777778,0.09004999999999996,0.16666666666666666,38,0.052563157894736826,0.05120000000000002,0.13157894736842105,38,0.02979736579629323,0.013499975217413418,0.2894736842105263,38,-0.14413157894735582,-0.024999999999977263,0.42105263157894735
batch_swap,neutral,120,120,0.05630000000000001,0.04735,0.13333333333333333,120,0.07710583333333335,0.08534999999999993,0.15,120,0.07669582665312184,0.08660000561948855,0.11666666666666667,120,-0.2083499999999977,-0.15350000000000819,0.35833333333333334
batch_swap,outward,40,38,0.045023684210526306,0.035250000000000004,0.13157894736842105,40,0.036720000000000017,0.034500000000000086,0.175,40,0.025829994684177543,0.026049971625878854,0.125,40,0.08937500000000967,-0.03049999999996089,0.425
fresh_relocate,inward,195,191,0.17360837696335077,0.14880000000000004,0.09947643979057591,195,0.1323671794871795,0.10839999999999983,0.06153846153846154,195,0.05932512467191761,0.032400011998413136,0.1641025641025641,195,-0.1949333333333278,-0.2419999999999618,0.4256410256410256
fresh_relocate,outward,197,193,0.11922953367875647,0.0827,0.06735751295336788,197,0.08819695431472081,0.06610000000000005,0.07614213197969544,197,0.04069745662102409,0.01839995384121096,0.2436548223350254,197,-1.3687563451776603,-0.7809999999999491,0.15228426395939088
rewire_swap,neutral,100,98,0.014467346938775515,0.0018500000000000183,0.29591836734693877,100,0.014462000000000006,0.0021499999999999853,0.34,100,0.0146619963689392,0.0026500225313109693,0.31,100,0.0704499999999996,0.0009999999999763531,0.5
