cell,wave,slot,record_id,converged,p_feas,pred_f_r,act_f_r,pred_cbc,act_cbc,pred_f_q,act_f_q,pred_cyclen,act_cyclen,pred_ao,act_ao
K1_K2_f121,2,explore,b1cafeff5229c30df1939294688ccbecfa62df3235393965c051ed5c7da69c14,False,0.0,3.8246,,1340.0206,,4.7024,,634.4047,,0.0581,
K1_K2_f121,2,explore,71cc94e1fa5142e0467d8243be5f3ec11eef929c58651c488ef4c08d6463f4b8,False,0.0,3.8141,,1364.31,,4.673,,639.1755,,0.0533,
K1_K2_f121,2,control,5bf5d7c62644270f53ce80fa6ba27191241f9182bb1513bf9865a1269911d5aa,True,0.0,1.9633,2.0601,1324.3282,1379.87,2.3492,2.7608,644.9859,650.105,0.0427,0.0506
K1_K2_f121,3,exploit,ece680797fdd04c6bb48416ca8178636f2fb2f88244d86204ffae2d53c5dce7a,True,0.5512,1.5458,1.646,1307.9474,1355.83,1.9196,2.0533,650.5987,651.108,0.0406,0.04
K1_K2_f121,3,exploit,b6307f048ca86c8112c684e274084975fb7b84d8eff878980d56e95061f58604,True,0.4742,1.5521,1.6287,1329.3401,1365.69,1.9139,2.0021,653.1905,655.924,0.0427,0.0417
K1_K2_f121,3,exploit,ba39e5ee5dae1cd47d185af3fdc0994f1a3e203828dfcdf85453d5d86452778c,True,0.4099,1.5573,1.6418,1323.5465,1363.67,1.9384,2.0636,652.9104,658.325,0.0402,0.039
K1_K2_f121,3,exploit,d7636a1cec77a2ec29abba87fc0180818baff496ced1ffc090f86e9d23df0199,True,0.3447,1.5628,1.6514,1313.2717,1356.09,1.9219,2.0858,652.9632,655.792,0.0435,0.0436
K1_K2_f121,3,exploit,cd3fb00fda1027170aba1e98c5580dbfe55f84f8a418b67ee5e709e5ebd9ba52,True,0.3061,1.5663,1.6714,1318.9855,1373.74,1.9351,2.1037,652.1831,658.107,0.0404,0.0369
K1_K2_f121,3,explore,aa997543d01d874361dc3e3d9deeb41af141a0c73f1429dc62b9dcbea493e967,True,0.2554,1.5712,1.6521,1296.9013,1343.84,1.9403,2.0826,648.2412,649.118,0.041,0.0423
K1_K2_f121,3,explore,2eb089ef04979d2b5f8bb1a21503417bf9e4d74a70de2d125a97e97b34c82b8d,True,0.2412,1.5726,1.7821,1313.3038,1350.13,1.9352,2.1745,652.3013,655.27,0.0438,0.0453
K1_K2_f121,3,control,093cdfe6236038d19a65707fbda2026dbd24c9e87bd5125c3d04df1677ccd8fd,True,0.0,1.8769,1.8481,1316.4562,1348.64,2.2577,2.3907,645.8399,647.684,0.0491,0.0457
L1_L2_f117,0,exploit,69b024bd3f4b4332e776b489d848538f7b428b6cce87db560b774b69c5874bec,True,0.0,1.711,1.5952,1408.4731,1335.5,2.0227,1.9771,645.9347,643.103,0.0432,0.0465
L1_L2_f117,0,exploit,c960032e52927186e27dde7e58c2466e0a375278b8ef928affe8c5fa95e4b115,True,0.0,1.7147,1.6211,1413.5338,1351.43,2.02,1.9762,644.7287,644.199,0.0434,0.0452
L1_L2_f117,0,exploit,a6ef888bf02e48ebf57c56dc03decfb7943958c2b0a7dd0330146260047fc30d,True,0.0,1.7163,1.6911,1421.4196,1364.78,2.0171,2.0776,645.9314,644.345,0.0432,0.0442
L1_L2_f117,0,exploit,d5cd05c0563d47f6d9f4aba30a8b9439e92e3bf8f5972f02c10b4e604a908331,True,0.0,1.7199,1.6197,1434.9932,1370.26,2.0227,2.0264,645.8638,644.222,0.042,0.044
L1_L2_f117,0,exploit,ce5485636d187886a8ec5b00f5c517654b55e5d4e39d85a0664e52185acda05e,True,0.0,1.7213,1.7399,1409.7418,1357.03,2.0207,2.1367,645.3544,643.723,0.0426,0.0458
L1_L2_f117,0,explore,6df4617bf4f9a6b3cb25ebb06272d5403e09b6e82f5ccd6a1660b6d9b4d16aed,False,0.0,3.4347,,1517.0764,,4.2583,,626.3366,,0.0471,
L1_L2_f117,0,explore,8c41f19036d4be66d13e0d6d13933a643b9a4ce1b9ff7484e2387e3b91fe2e23,False,0.0,3.3239,,1499.5147,,4.0197,,625.0912,,0.0441,
L1_L2_f117,0,control,9bd2db9dcb7c401361c073c6ccaa8057146b9c57b6da92b82714680a4641e467,True,0.0,1.7926,1.8152,1414.9069,1377.01,2.1039,2.2562,645.0873,644.858,0.0431,0.0441
L1_L2_f117,1,exploit,c332c0181604cc952c537aa9f14443ce99900d993c28edcc5ee9d74e339ed371,True,0.0002,1.6633,1.5911,1382.8573,1324.67,1.9949,1.9735,644.4164,642.517,0.0464,0.049
L1_L2_f117,1,exploit,3fc465fa3297a2f3d58e743a8da7d1768e8e5436206fc0e267a4b2b3073ab8b1,True,0.0001,1.6675,1.6391,1381.9954,1336.73,1.9934,2.0548,644.6729,642.632,0.0445,0.0468
L1_L2_f117,1,exploit,144c4f611418ecb424bbf8f084e33de6ba8ca15874b8a95f006a10b18e844b73,True,0.0001,1.6721,1.6237,1398.6997,1346.4,1.9973,2.0129,643.9367,643.238,0.0465,0.0461
L1_L2_f117,1,exploit,69e259dd772726741dc8530e8c5aadc095a52fe0c8da1ef2a75bd37fac9d9127,True,0.0001,1.6738,1.5914,1409.9964,1360.77,2.0052,1.9662,645.3156,644.935,0.0458,0.0459
L1_L2_f117,1,exploit,2d07fc8c4851b0f448ce251a31e14bd8fb9ce4a53efc81709f527cc26fe6e223,True,0.0,1.6754,1.6567,1389.0978,1365.96,2.0127,2.0817,643.1829,646.264,0.045,0.0475
L1_L2_f117,1,explore,78e2f8f3ed76b03d3f60d7eb5aa4222fdf94e90c74872f2c7b907e5736d9d5b5,False,0.0,3.6762,,1430.5892,,4.737,,632.242,,0.0433,
L1_L2_f117,1,explore,0d808e56ea76ca3373a12906e8e9bb4decf2ab4dd9059b0d106521f471e799b2,False,0.0,3.652,,1372.2573,,4.7747,,616.8694,,0.073,
L1_L2_f117,1,control,47b4df39af8d78ca4c1a2d52ecfdc9dc123767eaa9bf036f3b660b9fa9a7f4d7,False,0.0,2.2383,,1377.0943,,2.5779,,636.2647,,0.0313,
L1_L2_f117,2,exploit,83659ee7d856dd795bf2309b9d0a2d8afe99bcfc92fb9e563c50ec18b077bcfa,True,0.019,1.6168,1.5922,1397.7965,1326.34,1.91,1.9593,646.3772,642.281,0.0452,0.0502
L1_L2_f117,2,exploit,01e0398e2c6a1e4082aed16b33c3b561218a662af80b577df390c9944edfe933,True,0.0076,1.6281,1.6186,1376.2164,1320.79,1.9254,2.0017,644.916,642.304,0.0462,0.0486
L1_L2_f117,2,exploit,370d920d41d81dcefd1e6ed35817ffc2f7a55b079fbfbb651a8e910358c06890,True,0.0065,1.6299,1.5759,1393.367,1334.78,1.9329,1.9598,645.1618,643.222,0.0462,0.0495
L1_L2_f117,2,exploit,9220d88ef0ee6261ee37b077425d65bea548310524b8b440b13bd03819248697,True,0.0062,1.6305,1.598,1399.3558,1339.84,1.9269,1.9816,646.3357,643.677,0.0443,0.0478
L1_L2_f117,2,exploit,125e96c8e0deda72182b02b8212d57dc9cee078662353c2795e6c56637976910,True,0.0059,1.6311,1.6053,1387.5427,1340.91,1.9277,1.9914,645.1415,643.594,0.0468,0.0489
L1_L2_f117,2,explore,46ae3c9e8500c05a7ae93dc8f009651984cabe71d401c74cbc7e40bbbc8c1e8a,False,0.0,3.9318,,1461.9093,,5.2769,,619.1723,,0.057,
L1_L2_f117,2,explore,b9132488d9886a10fb0c6f89892e2598fb632b25315136580f8be4d97992824b,False,0.0,3.8019,,1451.8388,,5.017,,624.3156,,0.0566,
L1_L2_f117,2,control,c9955b1b4de2def058b9ea747d60fd206928f53b858d17afacab9269c568fc37,True,0.0,1.8753,1.8182,1350.2086,1309.6,2.2087,2.251,634.5133,623.249,0.038,0.048
L1_L2_f117,3,exploit,5023db2ddfc7d4a937796f5b6bfb5efeb60111fa256924ec3a3e438b71613422,True,0.3917,1.5588,1.6104,1391.6263,1338.91,1.8305,1.9713,644.8178,643.433,0.0466,0.0486
L1_L2_f117,3,exploit,e57f17c4ee0636126e092148360524c6cdc41f483874a79070ec3858399c741e,True,0.3083,1.5661,1.593,1368.025,1338.22,1.8297,1.9856,642.9209,643.981,0.0483,0.0508
L1_L2_f117,3,exploit,6fced6ed3a5e9d0c2d69e19424895643f86fa35962b3609122e1acb7067de636,True,0.3039,1.5665,1.587,1391.3023,1323.8,1.8436,1.9637,645.6792,641.551,0.0466,0.0501
L1_L2_f117,3,exploit,599b3692bf3b419110d032e88f0145127517c3c36f1a110d3273b2bc44c7f546,True,0.2871,1.5681,1.6182,1371.8169,1327.98,1.8453,1.9943,642.7441,642.74,0.0481,0.05
L1_L2_f117,3,exploit,a573dae07e0fa045c250ec966dbf1c275fa877de128e6fd97b8a2712d264658e,True,0.2855,1.5682,1.65,1383.1436,1346.46,1.8334,2.044,643.8958,642.148,0.0451,0.0481
L1_L2_f117,3,explore,d32a03d0fff02d30eaec9431849a6156d1d7f6ccf4d166e8cccd38c3f16f6b07,True,0.2041,1.5766,1.5833,1377.3823,1324.13,1.8451,1.9563,643.3095,641.69,0.0474,0.0505
L1_L2_f117,3,explore,0cb13c23a390b4be0e205923619a0206bd4dcd474a162e1862cac2231f6df2bf,True,0.2104,1.5759,1.5969,1379.4385,1331.09,1.8443,1.977,643.3557,642.499,0.0476,0.0499
L1_L2_f117,3,control,06722bcaa6d3f4153f652a02a8b254ffae709e86794ad094126062d1045dae9c,True,0.0,1.8483,1.8755,1413.7961,1415.46,2.1787,2.4088,640.5631,643.943,0.0464,0.0499
