cell,wave,slot,record_id,converged,p_feas,pred_f_r,act_f_r,pred_cbc,act_cbc,pred_f_q,act_f_q,pred_cyclen,act_cyclen,pred_ao,act_ao
J1_J2_f117,1,exploit,b07cd7f8ede8636e3de6665f0f936dbc2877beefac2c25c3dbf21640512acfa8,True,0.0119,1.6227,1.631,1243.2583,1250.81,1.9995,2.0362,615.779,623.771,0.0417,0.0401
J1_J2_f117,1,exploit,e107ae536ad3e35b50278ea3634d711a4f9c8b523034f60a831c91f0cf6df451,True,0.0094,1.6256,1.6318,1242.5619,1248.33,1.9933,2.0455,617.2126,622.333,0.041,0.04
J1_J2_f117,1,explore,d564ce854b303a69370f8e77dcc02844dd3f9428baf0a59c6c5ffec18ab8db4c,False,0.0,4.0093,,1294.9036,,4.666,,601.685,,0.0742,
J1_J2_f117,1,explore,e2c54ef2d8ae001a16365260d05ed167f53a0ed57bb039166f466019cb318a4d,False,0.0,3.1441,,1352.7446,,4.4905,,615.6711,,0.0468,
J1_J2_f117,1,control,3b78c3ae2004c2b5ec8176748e6d1dad2d7613203eb3b9fca07c11ad9aa2dd5a,True,0.0,1.724,1.7641,1299.5848,1280.05,2.066,2.2598,615.7791,613.928,0.0364,0.0304
J1_J2_f117,2,exploit,5551f6e171bdabf3e6cc69ffcec7204de67f4c68b16aaaa5398457e5a5d70ba8,True,0.1304,1.5862,1.7288,1259.7004,1237.02,1.9925,2.1408,624.2936,621.948,0.0416,0.0458
J1_J2_f117,2,exploit,62206bb3260750bbc23af9d43d774345e48c4b7bdcb5e2d606add9429a153727,False,0.1095,1.5895,,1250.0462,,1.9956,,625.0036,,0.0458,
J1_J2_f117,2,exploit,9000a0e6a0178f72700669862edc687562c6ddbc8e053fb1c3ce4665c25605b5,True,0.074,1.5965,1.8087,1269.3703,1255.13,1.9942,2.2491,624.4288,624.341,0.0426,0.0443
J1_J2_f117,2,exploit,41a96dbf22883325549db9cd54616d75f9f0ef7365027ba2ba8418c3e032dcd7,True,0.0657,1.5985,1.6731,1281.2974,1270.53,1.9952,2.0888,627.0598,628.198,0.0423,0.0432
J1_J2_f117,2,exploit,4f6ef47dbfe860177921e9ee10442715378bfa36272e665b1f26226c8e0bd6be,True,0.0607,1.5998,1.6877,1243.3815,1243.72,1.9829,2.0941,624.5019,626.396,0.0439,0.0444
J1_J2_f117,2,explore,05358dab702651a85d1d9aac26937ea47d2f1b3065d4799ec5c43ec2cb9bc9af,False,0.0,4.1135,,1285.9217,,4.852,,604.9112,,0.0604,
J1_J2_f117,2,explore,8093816154c9caba240af005aba47501e26431d25c2b811264c9defebe31ac6d,False,0.0,4.0646,,1279.5817,,4.7122,,608.4992,,0.0588,
J1_J2_f117,2,control,3042f3a8922021d1d3ab710d6f6ff89c0ee6928076b1ac21b1e18a0a00f12a17,True,0.0,1.9936,2.2004,1286.5973,1248.93,2.4294,2.7682,616.7861,611.398,0.0339,0.0293
J1_J2_f117,3,exploit,95fa1f90b5f12765c0f6e02a902e273dda5ca669f118a6bd8c46246aa3c71c3e,True,0.1331,1.5858,1.6266,1256.3088,1253.42,1.9595,2.0643,621.5177,621.36,0.0475,0.0434
J1_J2_f117,3,exploit,8232754e911f30d60b72cbb60646d1a2f33f24e9ba2d87823700576fcb6d203a,True,0.104,1.5905,1.6281,1268.7,1243.11,1.9515,2.0018,621.91,622.025,0.0469,0.0484
J1_J2_f117,3,exploit,c00725c1b58f176c2db492b7ebc089c1bea44b00756b1491c530a95d596bd7e2,True,0.0777,1.5957,1.6475,1259.9076,1255.24,1.9724,2.0904,621.2935,621.793,0.0453,0.0486
J1_J2_f117,3,exploit,36baea56802c69ff904f87b04a6fe99c452685212d55a63c407c9581a76b83cf,True,0.0269,1.6121,1.6278,1267.1591,1231.74,1.9684,1.9704,621.096,620.705,0.0479,0.048
J1_J2_f117,3,exploit,7df14de71383ab813cd64b8bc498467b46dc122e25259b6767d970bb57ea459b,True,0.0167,1.6185,1.7063,1216.1325,1229.36,1.9683,2.1633,618.0284,616.914,0.0395,0.0359
J1_J2_f117,3,explore,a5fff7c94e94d58177e2352b48f1075811591f11323062e67d3ebb15b32eff2f,False,0.0,3.969,,1285.2761,,4.6255,,606.9667,,0.0533,
J1_J2_f117,3,explore,faf942aa16b070125dfbf8471ffad7e5a03b1dabb6616479009ae29fb5c8fb4a,False,0.0,4.1634,,1315.5308,,4.9002,,611.1486,,0.0556,
J1_J2_f117,3,control,8a64a9f8184b9ddca7e2f0fc76257c94dcf77bab690fd7261fbabc9632be726e,True,0.0,1.9332,1.964,1278.6863,1269.73,2.3591,2.5488,619.4953,622.602,0.0442,0.0499
J1_J2_f117,4,exploit,bedb501b7b75711a34757d819568058472e2aa0e98432ec48e6dac6ab1afc997,True,0.5817,1.5433,1.7116,1238.236,1212.45,1.9062,2.1377,623.187,615.85,0.0473,0.0461
J1_J2_f117,4,exploit,75c6a7f5797ac02a9741dedf906c0e0cc731f38fcd002b434ee0b7b6c3f324b1,True,0.703,1.5328,1.6612,1231.4451,1202.7,1.8901,2.104,622.3297,614.356,0.0488,0.0511
J1_J2_f117,4,exploit,45cf47829911a7392db29704961130ee958a651c3b5810d7a2149d22c708f275,True,0.5609,1.545,1.6565,1235.062,1198.49,1.9091,2.062,623.3036,615.293,0.0516,0.0535
J1_J2_f117,4,exploit,95c162fb0e3eedaeff166de246c4149cf5df964150807708fba3755d173cd5ce,True,0.4173,1.5567,1.6823,1239.5622,1222.05,1.9244,2.1207,621.7266,614.052,0.0449,0.0442
J1_J2_f117,4,exploit,a1d628e42502d499cb274967e9a2a95c107655e449d3c6bb15d016f322b14eb5,True,0.3823,1.5596,1.6543,1255.7993,1216.78,1.9275,2.0829,624.6783,617.49,0.0456,0.047
J1_J2_f117,4,explore,948ce7bdd42b703af29f7e29a246df983bfe06204b6f0b954c9a4ee5d4363779,True,0.2617,1.5705,1.6516,1263.0961,1235.59,1.9231,2.0878,622.2513,615.035,0.0413,0.0433
J1_J2_f117,4,explore,0a1a3a7814b1a18fc6eabae81f550b2c2543a246a315b9f5da54077257c2e5df,True,0.1829,1.5791,1.6679,1238.6632,1221.77,1.9453,2.1104,620.5186,614.316,0.0452,0.0453
J1_J2_f117,4,control,431d202bc2788a5bc4a4d9ea3cfa432ecc586c8a004d41a653c4a773c1f1ece4,True,0.0,1.8728,1.9911,1320.6514,1278.94,2.2796,2.5527,620.1479,612.352,0.0327,0.0361
J1_J2_f121,0,exploit,4cc0d744aadaec684361a41960aad0b8a7991c3908398030cbca2c270a0e9a38,True,0.0763,1.596,1.6016,1271.6436,1287.14,2.0113,2.0202,636.2348,636.801,0.0434,0.0402
J1_J2_f121,0,exploit,408afbc87d968368af88fb6ae137212187236882657293bb639b0fc3a6583ee8,True,0.0776,1.5957,1.6326,1287.5988,1287.36,2.0113,2.0406,638.6889,638.336,0.0455,0.0451
J1_J2_f121,0,exploit,d72038b6a819ea040b04d3b358f2035f15735fd54fecc580a279be54f53cc230,True,0.0632,1.5992,1.6688,1277.2409,1302.64,2.0239,2.0925,634.0917,631.801,0.0415,0.0405
J1_J2_f121,0,exploit,163479a6e2b93f3a03f1344639a3d603af5652a895933f059523d0065866bca0,True,0.0489,1.6033,1.6288,1277.2135,1277.85,2.0257,2.0138,636.1363,634.049,0.0413,0.0465
J1_J2_f121,0,exploit,edbc9ff1cb5d728d20885cc646feaf57b39e1cf68a2b13100ded45294365cb46,True,0.0476,1.6037,1.7149,1298.2967,1317.49,2.0178,2.147,638.3076,638.173,0.0426,0.0428
J1_J2_f121,0,explore,3067a13833664a404bc0a0d145301f991d3d4d767bd41ab41c19828e7a537f50,False,0.0,2.9086,,1354.9123,,4.1629,,621.6714,,0.0465,
J1_J2_f121,0,explore,1cda6e6f9cd66bf7ddbd00d65dec94122e7d4541bce1fdad6409b0a2bfcb85ca,True,0.0,2.0027,2.1971,1287.988,1274.13,2.597,2.892,630.7125,632.878,0.0503,0.0438
J1_J2_f121,0,control,ddb79987eed71f426aa96c83620c0d1b7006658e438aa6ec01fa27b946fee267,True,0.0,1.8492,1.9549,1284.6434,1281.01,2.3695,2.4937,631.1659,628.577,0.0499,0.0446
J1_J2_f121,1,exploit,33e7dc3895cd8ba26757af38b114698825b370606a3b6842dd64571818cfe1fc,True,0.5081,1.5493,1.8791,1280.8696,1322.43,1.9716,2.4436,634.6689,635.482,0.0391,0.0327
J1_J2_f121,1,exploit,8cf80a3c6b8f2300a6e0af33305bfd003dca717423e1a93e1232af547baeaabb,True,0.4887,1.5509,1.8401,1279.439,1320.08,1.9755,2.3861,634.1911,633.901,0.0325,0.0297
J1_J2_f121,1,exploit,7267ebeac2d20689a9ddc738e90cd1ec97d7becde905271c94179a954a9626f9,True,0.5244,1.548,1.8746,1261.9542,1308.58,1.9595,2.4357,635.5559,635.708,0.0358,0.0348
J1_J2_f121,1,exploit,e669e4bfb3b60502cdc04a1b31cbbccbe7e40e0cf0e8741898f6af2bae196811,True,0.5454,1.5463,1.605,1290.5443,1324.14,1.9647,2.0246,636.2626,636.385,0.0359,0.0365
J1_J2_f121,1,exploit,052156bb9a5606a19176a9f4879abcfdb27a179bd86a53e2cc0e1300e408384b,True,0.4654,1.5528,1.609,1269.7738,1297.79,1.9655,2.0136,634.6201,633.277,0.0359,0.0397
J1_J2_f121,1,explore,0422162acc1beb3c0678704a7b409cf602644d0602ccb1ebf210abeb0a276c5a,True,0.3008,1.5668,1.888,1282.0079,1296.1,1.9918,2.4233,636.8234,636.981,0.0412,0.0412
J1_J2_f121,1,explore,9fbc2cfe101be0d23fec649e376f501cb5743e3fc839bf2652d5699bac838775,True,0.3063,1.5663,1.824,1288.801,1326.91,1.985,2.3564,634.7648,634.233,0.0358,0.0339
J1_J2_f121,1,control,1559372a7d059b38780de75669b9ddc0191e27abbe1032fabe776a5282630b13,True,0.0,1.7962,1.9022,1312.9291,1332.87,2.2546,2.4548,635.1623,636.711,0.0369,0.031
J1_J2_f121,2,exploit,2c8319fb5c303fa008d44e7368256dfb915ae898f9778d54a0711df178cd1b88,True,0.4901,1.5507,1.6637,1311.7416,1320.36,1.9595,2.0447,639.8553,639.418,0.037,0.0371
J1_J2_f121,2,exploit,1007f4a06a64570e3325bf45facea5e53a37b85efd5c0f5818ff539aae96f050,True,0.1703,1.5807,1.7009,1168.3902,1176.16,2.0299,2.2198,634.5256,637.73,0.0574,0.0636
J1_J2_f121,2,exploit,3f74a5f8e6dcc198a97d39a7a9e42558f9bc79bbb5085d2dcda078e649da9c4c,True,0.1912,1.5781,1.5948,1293.2794,1297.78,1.9893,1.9627,638.8603,639.087,0.0447,0.0474
J1_J2_f121,2,exploit,33b5bde445a12e497268c0994c1e04678b58f1e93b9c50b9e8bb84ed5b792e68,True,0.201,1.5769,1.7043,1331.1243,1342.37,1.9941,2.1589,640.9231,639.952,0.0356,0.0338
J1_J2_f121,2,exploit,c48f1f8d1935537a36ee9cb8f1b43e680553cb6adbd171701eed605f970a12fd,True,0.1496,1.5834,1.7109,1193.4865,1214.12,2.0133,2.1543,632.6099,636.183,0.047,0.0499
J1_J2_f121,2,explore,20529694a7247e98ce1d85e7e5744411e827c1eafff7ada94c598e69337ab3d2,False,0.0,2.9853,,1277.0491,,4.4467,,624.7925,,0.0559,
J1_J2_f121,2,explore,a3bf636952b2b501150801fade64b147c799d3ab1f7567d817be0d22c7cfd327,False,0.0,3.0426,,1344.7206,,4.5049,,626.9182,,0.047,
J1_J2_f121,2,control,f68b85f17b97ab1bb4cd5d61b60da15d05d05205030a5bbe96f5c873ea2874f7,False,0.0,1.9654,,1333.0229,,2.5188,,637.08,,0.0357,
J1_J2_f121,3,exploit,2e50a22f8255490e920003d17a1a63ee3b0afaf3f53090dc78c64aed87fc2ac1,True,0.5703,1.5443,1.7086,1268.1051,1300.91,1.9534,2.1291,635.2438,633.096,0.0457,0.0474
J1_J2_f121,3,exploit,6311f998dd9241d92cd6825196253c3ff7108f1b63aa882e1b4943cd6ddfe281,True,0.6455,1.5379,1.7004,1274.8707,1310.24,1.9326,2.12,636.3963,632.671,0.0424,0.0435
J1_J2_f121,3,exploit,7e21d15d51cbaeeef761b7b64ced6fe39351982d33fff562e8c8c6c480183c25,True,0.6259,1.5396,1.673,1288.3262,1317.99,1.9312,2.1054,636.5598,637.91,0.038,0.0367
J1_J2_f121,3,exploit,f88ef0d6aac6893e54fa518ae60a69135521c28b53ebec406a898edc952fe37e,True,0.7106,1.5321,1.6267,1275.6239,1309.76,1.9242,2.0176,636.7684,637.029,0.0445,0.0476
J1_J2_f121,3,exploit,4fb1b4e31e103015fee3c92fafa81f85a327177b1f048119e31d9d4ea273f689,True,0.6103,1.541,1.6494,1262.319,1285.52,1.9365,2.0587,636.8013,633.425,0.0444,0.0462
J1_J2_f121,3,explore,7b3ed26fdd7f9278ebc0cf0377b9c8acc1ecf4e4920c135030f3e48c24f3a20e,True,0.8502,1.5165,1.5783,1275.8672,1311.36,1.8994,1.9675,641.2687,640.217,0.0462,0.0451
J1_J2_f121,3,explore,9b23a0c2d4e34e9af4c11f534b9914f387a7713808268c2b9698ea249da83a36,True,0.6006,1.5418,1.7192,1261.9085,1298.37,1.9396,2.1843,637.66,634.22,0.0461,0.0437
J1_J2_f121,3,control,25107698ab68a28510cf9317ab374d679d9cf2d601d9f259bc83d2c18f0cc63c,True,0.0,1.682,1.8725,1159.6467,1160.72,2.1736,2.4769,635.7687,633.319,0.062,0.0644
J1_J2_f121,4,exploit,aa99dd3cc4da51b090de4dff5760dc2befb0727100e1e7b147e6f5c2cd8da3f4,True,0.6174,1.5404,1.563,1278.4673,1294.42,1.9188,1.9167,636.5949,637.452,0.0474,0.0464
J1_J2_f121,4,exploit,9534feeacd39e3980b09a76e12187171836ff5bfd06d294e89268556d202f343,True,0.6758,1.5353,1.5895,1276.7686,1290.8,1.9194,1.9889,636.9488,636.86,0.0463,0.0452
J1_J2_f121,4,exploit,31258c0a76bf7402688a6d1177c298307d5a7b31808ca8a0ae362b7687108a05,True,0.542,1.5466,1.5872,1265.6521,1277.08,1.9299,1.958,637.2175,635.523,0.0489,0.0496
J1_J2_f121,4,exploit,ac1fda69d6916400c2ff4b52e11191f786bd65a9d94440d7ebd311d4e9349044,True,0.5185,1.5485,1.6585,1289.3753,1314.95,1.9364,2.099,636.794,636.378,0.0454,0.0426
K1_K2_f117,0,exploit,35348406819da4961df55f02f51a1693c5fb3fb90bf642c94ad40ba571cad16c,True,0.1961,1.5761,1.6896,1324.255,1324.71,1.9794,2.1136,639.7304,634.362,0.0406,0.0437
K1_K2_f117,0,exploit,ed8a535d770abd9d26d9e63e62d1767536c68d7cc05ad157b76e3c026c0cd2fe,True,0.2038,1.5753,1.7689,1350.6179,1322.7,1.97,2.2086,644.3942,636.012,0.0418,0.0432
K1_K2_f117,0,exploit,db7f623d194ea9d101c1dd6338121976ad99dd34dc6b59c8217f405dc3e1d928,True,0.1298,1.585,1.6758,1327.8089,1296.86,1.9821,2.1057,640.5085,635.465,0.044,0.0484
K1_K2_f117,0,exploit,0ce948cc2658f9f431911bcfb05ecc169a87f2278162e1b37bd211f7c83cf2e2,True,0.1193,1.5866,1.6779,1363.3698,1360.32,1.9874,2.1103,641.4392,638.252,0.0409,0.0395
K1_K2_f117,0,exploit,c7941fede246165c7d4208c1aef8f7373d07ed68b61423b0ff71491a6334bef1,True,0.1188,1.588,1.7,1344.7528,1352.9,1.9905,2.1454,639.4655,638.078,0.0374,0.0385
K1_K2_f117,0,explore,b4f3c63055b76d4fbea58be8c08ef4c5d48340a5e4b8664494d4521bad55b85c,True,0.2111,1.5992,1.6831,1326.7682,1326.5,2.0099,2.1015,640.6247,636.233,0.0483,0.0513
K1_K2_f117,0,explore,96fca6fb7999042b69344e08ce5ef87d1726a6de8013cbc1a1d3ec424697695d,True,0.2575,1.5929,1.8007,1346.9869,1324.39,1.996,2.2512,640.7875,636.289,0.0398,0.0418
K1_K2_f117,0,control,2a609cb136a373e2331311ef4cc0480e6d2375e6306d00a8de7ec3cd9d6f90bf,True,0.0,1.8514,2.2764,1345.3602,1354.82,2.3397,2.9343,637.482,635.066,0.0343,0.0253
K1_K2_f117,1,exploit,fca7a4c3bf06dfb35d0c17c645615d5fce9809e6544702fa63c28a0c4d8f2ed1,True,0.1546,1.5827,1.7042,1363.0283,1311.61,2.0272,2.1286,640.2793,633.537,0.0424,0.0467
K1_K2_f117,1,exploit,0557932efe7d572f5b2c98145e01e8c218803aa70bc9785ff91a4dcb3fb5a5c7,True,0.1411,1.5846,1.6681,1388.4607,1374.88,1.9969,2.0943,639.379,640.655,0.0389,0.046
K1_K2_f117,1,exploit,d1016d02f22be679b61a7096fa5638be94a49bc9fab447043911b22d17e14b5a,True,0.1284,1.5865,1.7761,1349.8669,1344.53,2.0458,2.2917,636.4676,635.987,0.0395,0.0398
K1_K2_f117,1,exploit,82f0e5b14c4b4cca25d2e5489e71f99379c42b91433bf06cc95a02635c02cbc8,True,0.0977,1.5916,1.7399,1304.7014,1232.5,2.046,2.1901,636.4783,624.581,0.0474,0.0553
K1_K2_f117,1,exploit,19809f683861dee0233144ffae75da95cbda4cf3cf2a11f117bc62b15da515fe,True,0.0841,1.5943,1.798,1317.3955,1270.08,2.0315,2.3242,639.398,632.666,0.0428,0.0538
K1_K2_f117,1,explore,4f40f08f4a0c3ee8e5a2a27a2baf266e8eb2ab4e9177eae8067014a5569c3624,False,0.0,3.1161,,1382.8369,,4.7004,,616.9731,,0.0716,
K1_K2_f117,1,explore,f690d09b39474754577f48f7eb2dfad2008e841aec24d494ffd70fc876aabbf8,False,0.0,3.1096,,1437.4923,,4.6149,,631.4142,,0.0439,
K1_K2_f117,1,control,1e658b86fa28cb7e0b482f4d4253c011b3e66b53ae78257eed6c317d8b542666,True,0.0,1.809,1.9849,1369.6567,1331.1,2.279,2.5975,625.3457,619.587,0.0413,0.0422
K1_K2_f117,2,exploit,cb41be3254c16aca5ebe039b0eacb97020048f9abf2da467a0c7671e1963cb2a,True,0.1825,1.5791,1.6563,1307.6074,1312.84,2.0055,2.0678,638.958,637.924,0.0394,0.0427
K1_K2_f117,2,exploit,266467cc291e8011371c4e978f4265d4e503b83d464a0f5ce532c4283b02b5bf,True,0.1706,1.5806,1.6247,1315.1514,1309.03,2.0031,2.0314,640.9787,638.121,0.0406,0.0395
K1_K2_f117,2,exploit,f3abaee137fc44017429d0dcb70dd28da3d06676e152b647716a23b2303073ac,True,0.1486,1.5835,1.6942,1307.3939,1324.5,2.0061,2.1274,638.4557,637.669,0.0395,0.0387
K1_K2_f117,2,exploit,3b1d976d124cf2a39255ee0b3319b9fa0854efbc95c98bde86069178f3b4de4d,True,0.1369,1.5852,1.6271,1328.0507,1300.67,2.0027,2.0142,641.0781,638.695,0.0391,0.0439
K1_K2_f117,2,exploit,7be7554c0f080c30a62065a7becfad4eb25d637e764284cdfea5200b696cddf7,True,0.0981,1.5916,1.6688,1304.4962,1313.18,2.0358,2.0906,638.0875,636.899,0.0459,0.0464
K1_K2_f117,2,explore,7509cbdcba6b332dffe4d52f45c1035800f1824123041e9590f85eeff37a1f02,False,0.0,3.2013,,1334.4684,,4.9661,,619.1364,,0.0593,
K1_K2_f117,2,explore,1ccc630c9f0ac3ce028ff3eb28f24d29e91e3b386ce14b9933fdc1f7c95f707a,False,0.0,3.3535,,1421.0313,,5.1724,,618.6873,,0.0562,
K1_K2_f117,2,control,c2a6a2f461fcbc0629fc88308914114a41857933a4fafe8a3acd6e18b2c78e60,True,0.0,1.8663,2.2384,1326.5523,1336.05,2.4005,2.9885,638.1676,631.0,0.0418,0.0483
K1_K2_f117,3,exploit,732002a9c2aec6a59eaad8d6368c543e3259da1e7c254f62756936c34488ec45,True,0.2955,1.5673,1.659,1312.387,1299.84,1.9674,2.0828,637.9888,632.81,0.0427,0.0449
K1_K2_f117,3,exploit,1e16fb6274dfdf25447f2c869afe3d00384f4a9b475aab8c1f2d850a341cf4af,True,0.2492,1.5718,1.6759,1343.0375,1321.55,1.9758,2.099,638.206,631.775,0.0374,0.0359
K1_K2_f117,3,exploit,2cea5328783376fe8d2359e5ca944a5ed3583c3b6efdec2b2462bebac7f41456,True,0.2292,1.5738,1.6512,1310.0219,1273.36,1.9779,2.0573,636.8417,627.907,0.043,0.0488
K1_K2_f117,3,exploit,3d29582a9febee45af8b78290fb7ce5cf7728167259198fa22b6409de98b6195,True,0.2345,1.5733,1.7192,1318.8355,1278.23,1.9842,2.1382,638.3445,630.228,0.0378,0.0391
K1_K2_f117,3,exploit,aa3ae2e5b63d8996f48765e4387e8eaca01b3d6b8967239479b3cd94a6719f5e,True,0.1883,1.5784,1.6066,1311.3126,1290.57,1.9766,2.023,636.3368,628.686,0.0386,0.0416
K1_K2_f117,3,explore,b7f51d53543ba75fce67b93014ed6119c6d8dd077cd43de4166ee3a99f3d3be4,True,0.1631,1.5816,1.7151,1306.6302,1279.67,1.9924,2.1143,637.1761,631.524,0.0437,0.0438
K1_K2_f117,3,explore,dd2fcb40a409b74ab7127999c6481e4587aabd9c68ae4c99336b7cb3c6e914c4,True,0.1561,1.5825,1.6212,1321.235,1296.98,1.9816,2.0389,637.3172,634.695,0.0404,0.0451
K1_K2_f117,3,control,fdd4b8f0e3033e5dd0b028cda615dec3944e52c5f7f27add423bcbefe775b8ea,True,0.0,1.761,1.8899,1327.9399,1314.92,2.2422,2.4137,628.1696,622.167,0.0404,0.0361
K1_K2_f117,4,exploit,02b921a90422be447815b7e32b5283bb3f426df933c246b8989d16a8b141dbe5,True,0.4869,1.551,1.6077,1288.3668,1287.45,1.9182,1.9822,636.4592,631.804,0.0441,0.0467
K1_K2_f117,4,exploit,3e9e824084f7eceea5ed011e39cf0d49f921e119a5da851a5101264cbeb15049,True,0.4837,1.5513,1.7549,1307.6823,1329.47,1.9409,2.1572,637.4265,639.635,0.0434,0.0388
K1_K2_f117,4,exploit,bfabefd83327ca5cbbb9d5502d3e4a490083106f1fedbbe8950a312343abc4d4,True,0.5168,1.5486,1.6289,1292.0016,1268.23,1.9329,2.0309,639.1332,630.457,0.0481,0.052
K1_K2_f117,4,exploit,1d4063ea1bcbabdc86e732c79849c07d51c4c7e52514eaade2c99f37cad22b11,True,0.3968,1.5584,1.7382,1293.7626,1326.95,1.9321,2.1378,638.0315,637.687,0.0414,0.0405
K1_K2_f117,4,exploit,882622d9f229a547c3cd9fb82aa399f021ed92e5f18aacee79bb6000a9750c26,True,0.3658,1.561,1.7086,1309.1169,1318.59,1.9717,2.1773,636.5623,634.994,0.0472,0.0427
K1_K2_f117,4,explore,43ef2bb1591ceb46327adb6f018e994937f72ac9ce690287f3a433ba7730e491,True,0.201,1.577,1.7509,1287.6474,1292.9,1.9712,2.2135,635.5701,632.085,0.042,0.0412
K1_K2_f117,4,explore,4d2e44baba50a544347d2f96a308280eddeb9e0dcadf8ff84f8bc8dcb6ce50b1,True,0.1706,1.5806,1.7986,1268.935,1257.91,1.9737,2.1978,632.3609,627.62,0.0438,0.049
K1_K2_f117,4,control,b8b97c4d08330a900e0c43535aedd93a52a014d35e04e50358c47fdf74a891d3,True,0.237,1.573,1.7737,1238.752,1235.68,1.9819,2.1944,633.1164,630.0,0.0474,0.0516
K1_K2_f121,0,exploit,9917217429b2a58beb126cccd1f24effa3bf7076a973e6902e4bd01d14252f82,True,0.0022,1.6414,1.6027,1380.143,1360.73,2.0262,2.035,652.1184,653.575,0.0402,0.0456
K1_K2_f121,0,exploit,8ca7582e93a177bba7267eff847290357e4045c25d8caf7786a6ce7a6b9412aa,True,0.0008,1.6511,1.6021,1391.5027,1364.2,2.0292,1.9718,654.3857,654.424,0.0428,0.0448
K1_K2_f121,0,exploit,785b5d004e336a213dd5bfaa276a1822d5a35595e94ac29dc4fcdaafa37f34ac,True,0.0005,1.6551,1.7421,1390.4028,1386.41,2.037,2.1934,650.1156,650.761,0.0388,0.0424
K1_K2_f121,0,exploit,ae6bd56a811a6144c95dbf33a0e89eaa853d9b26633cacc245344ad448305c69,True,0.0006,1.6536,1.6612,1394.5973,1368.97,2.0319,2.0906,653.4637,655.352,0.0403,0.0421
K1_K2_f121,0,exploit,4cd63a0f112219174de03eba8bca36508c08a32675172c4fbd4ff5bf650e6f73,True,0.0005,1.6556,1.618,1364.395,1357.87,2.0338,2.0159,649.4299,651.934,0.0394,0.0418
K1_K2_f121,0,explore,c4c17d174c4bea3b4081cfb5bc31486f1ecfac52d8ec48f8a9dbe55e4ea553eb,False,0.0,3.6186,,1444.483,,4.2439,,645.9009,,0.0369,
K1_K2_f121,0,explore,de2a5ab5f32f490db22707ef015cf3df41cf97d12851d951c92bf7ad2903b172,False,0.0,3.5994,,1471.5617,,4.1371,,645.1782,,0.0321,
K1_K2_f121,0,control,06fda0c2a71afed0723ce86a373160acea5418e4d9aae47447ba46f941b4d65c,True,0.0,1.9694,2.0537,1369.2536,1347.84,2.3392,2.6254,646.8835,649.356,0.041,0.0442
K1_K2_f121,1,exploit,03691cdff15b099d0dfc3679a3378a073d2fac8a7e4df6dcbc17a76b3f678830,True,0.1468,1.5838,1.6768,1336.6015,1361.05,1.984,2.0454,652.0142,655.401,0.0448,0.0389
K1_K2_f121,1,exploit,d1f7c01c69ad0d99d155ef49a030f460b240bb3e3e53e58f8b96455b1fca4cfe,True,0.0592,1.6002,1.6058,1354.2542,1373.83,1.991,2.005,651.3422,653.835,0.0421,0.043
K1_K2_f121,1,exploit,3ebfcaa31cab514f982d94141bd1cf32aeefccdbde57a79790427c3a8e5695f2,True,0.0667,1.5983,1.6332,1355.01,1366.98,1.9888,2.0605,653.4253,656.271,0.0413,0.0395
K1_K2_f121,1,exploit,9416049791b2c9cb596715c1b1cea225c544f60d952ba82ff2176b112a811141,True,0.0165,1.6186,1.6342,1345.2901,1378.37,2.0032,2.0232,650.4485,654.245,0.0428,0.0394
K1_K2_f121,1,exploit,c184c7f673164ff799d65427ca0fe39c7cabb6bd26554998132acdfc20fa2e50,True,0.0137,1.621,1.6541,1364.4933,1380.9,2.0061,2.0813,651.2158,655.578,0.0404,0.0392
K1_K2_f121,1,explore,e1b26cea46d6393c7793d56b88903b1a00c837bbe82cd3293d860ac763a32d24,False,0.0,3.7051,,1384.7493,,4.4786,,644.3698,,0.0372,
K1_K2_f121,1,explore,03f91ee07572dc38e80980ef0f9022c836ae9f839f3b18a5e515dea2e9242ce5,False,0.0,3.7224,,1348.8717,,4.5292,,637.5763,,0.0432,
K1_K2_f121,1,control,180eae8af26c98fd953da2424c646040653056cb06c00ff7bd93d514761a256f,False,0.0,2.8711,,1450.4436,,3.1791,,637.6389,,0.0513,
K1_K2_f121,2,exploit,185e0e562ba821b119d2278ed85eea0583657241ecf3bffb4da985e76ee96e59,True,0.0906,1.593,1.6942,1338.9029,1369.51,1.9629,2.1239,651.2648,654.591,0.0415,0.033
K1_K2_f121,2,exploit,a2043d7c6e8622d82156c41524aceafac03acd32c9d7fb7f4bc08f0d49c3cd55,True,0.0749,1.5963,1.6452,1324.9997,1378.33,1.9668,2.0623,649.6567,654.188,0.0433,0.0404
K1_K2_f121,2,exploit,88377304ce5f07ee79020e23dab67949d1fff970e6285be457c588b87e5ee572,True,0.0398,1.6064,1.6503,1296.1435,1334.05,1.9936,2.0563,650.7086,654.481,0.0457,0.0419
K1_K2_f121,2,exploit,8109e5ba9db63cb1c47dc89d76d119a9003846d104efa94535036fbd2f15a3b8,True,0.028,1.6115,1.6688,1349.7815,1369.83,1.9802,2.0759,652.3924,656.023,0.0418,0.0432
K1_K2_f121,2,exploit,f165f029cb6f86b17987237c35e995048d48e6ecbbb25880d60fb3e133032053,True,0.0258,1.6127,1.666,1328.7966,1342.61,1.9938,2.1135,653.8202,655.202,0.0494,0.0602
