digest16,work_dir,cycle_evidence,f_xy,f_xya,n_steps,sane,reason,efpd_max,key_source
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0637.5-493d40920e-5ya9bifj_dc82556b,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0637.5-803db1215b-gufmen04_f5842dc8,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0637.5-8481722ada-zyu7p2_k_cd9836a6,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0637.5-dbe9f1f6a7-7q777um9_71e997a6,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0652.8-244622568c-01ozqy1s_b08f3183,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0652.8-7f515aad2e-2e35jx5o_3375db3e,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0652.8-99a484734b-qpgpzx0n_3699fad7,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0652.8-9c19d0ca41-upz9h3fc_abfc98c5,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0652.8-b7348ba001-ncm0nxz6_fe948834,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0652.8-b9d3b59de3-969yd_iv_f2b4bd92,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0652.8-c8df89fc7b-z18j9a0p_fe0141a5,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0658.9-14466cb734-ur63fzhw_1dce24bd,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0658.9-64f29501f9-yncj6eef_ef70743f,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0658.9-865e5ff81e-a_7eh4bc_a0430102,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0658.9-a4f3c8a8b1-82xndwnj_468749ae,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0658.9-aa42d46083-af30odz7_183e1f2c,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0658.9-baa5e3c205-xiklu8il_9e10e8d8,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~_RST.APRQ_11_0658.9-d518c5ec68-b4ijagyq_c8726b6a,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~S_RST.APRQ_11_0615.8-1c499d6d44-ceytfak_47dba48f,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~S_RST.APRQ_11_0633.2-cd2a134b15-d_tg4tr_884d7922,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_fuelcost_round1~S_RST.APRQ_11_0635.1-bf7af29ded-mwf_d99_1930f2d9,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-082e10b5c4-a1opwf9i_51cafc48,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-0a2fcc9343-1s58tv96_1183d426,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-0f2c6db466-z35b656q_853b5211,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-11d4c43cc1-26_53v14_5cbc0968,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-136e455b4e-lktehy91_f33edda8,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-1b0814320c-eeg2qf_h_83285659,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-7a42a4ef8a-_wgllcal_a198bda0,no_mas_sum,,,0,0,,,
,..\2_LP\LOW_Fr_MASTER_result\local_5RL\data_campaigns_live_5.5-5.75_f~_RST.APRQ_11_0686.4-7bce464327-bxe_cjly_e9ebbc85,no_mas_sum,,,0,0,,,
