cell,target,n_train,model,rep,rho,n_test
A|ebin5.4_f121,max_assembly_burnup,100,gbt,2,0.30585271044210743,800
A|ebin5.4_f121,max_assembly_burnup,200,ridge,0,0.5900288294689401,800
A|ebin5.4_f121,max_assembly_burnup,200,gbt,0,0.5507083734677098,800
A|ebin5.4_f121,max_assembly_burnup,200,ridge,1,0.5571580481874129,800
A|ebin5.4_f121,max_assembly_burnup,200,gbt,1,0.5111310095884616,800
A|ebin5.4_f121,max_assembly_burnup,200,ridge,2,0.5754892197783537,800
A|ebin5.4_f121,max_assembly_burnup,200,gbt,2,0.533260721474349,800
A|ebin5.4_f121,max_assembly_burnup,400,ridge,0,0.6833725539157963,800
A|ebin5.4_f121,max_assembly_burnup,400,gbt,0,0.6570328670899063,800
A|ebin5.4_f121,max_assembly_burnup,400,ridge,1,0.6555439384762021,800
A|ebin5.4_f121,max_assembly_burnup,400,gbt,1,0.6559727008852831,800
A|ebin5.4_f121,max_assembly_burnup,400,ridge,2,0.6133599441652418,800
A|ebin5.4_f121,max_assembly_burnup,400,gbt,2,0.6127222535556447,800
A|ebin5.4_f121,max_assembly_burnup,800,ridge,0,0.7195103807844971,800
A|ebin5.4_f121,max_assembly_burnup,800,gbt,0,0.6839962309850336,800
A|ebin5.4_f121,max_assembly_burnup,800,ridge,1,0.6916563899870005,800
A|ebin5.4_f121,max_assembly_burnup,800,gbt,1,0.6912426862189927,800
A|ebin5.4_f121,max_assembly_burnup,800,ridge,2,0.694327824756488,800
A|ebin5.4_f121,max_assembly_burnup,800,gbt,2,0.6781587471896785,800
A|ebin5.4_f121,max_assembly_burnup,1600,ridge,0,0.7200295416187399,800
A|ebin5.4_f121,max_assembly_burnup,1600,gbt,0,0.7164999152703787,800
A|ebin5.4_f121,max_assembly_burnup,1600,ridge,1,0.7217125448203906,800
A|ebin5.4_f121,max_assembly_burnup,1600,gbt,1,0.7648022713231151,800
A|ebin5.4_f121,max_assembly_burnup,1600,ridge,2,0.7156799435005589,800
A|ebin5.4_f121,max_assembly_burnup,1600,gbt,2,0.7386328508678055,800
A|ebin5.4_f121,max_assembly_burnup,2400,ridge,0,0.7279855684725884,800
A|ebin5.4_f121,max_assembly_burnup,2400,gbt,0,0.7719069059323227,800
A|ebin5.4_f121,max_assembly_burnup,2400,ridge,1,0.7279855684725884,800
A|ebin5.4_f121,max_assembly_burnup,2400,gbt,1,0.752369859558222,800
A|ebin5.4_f121,max_assembly_burnup,2400,ridge,2,0.7279855684725884,800
A|ebin5.4_f121,max_assembly_burnup,2400,gbt,2,0.769884426593197,800
A|ebin5.4_f121,node_peak,25,ridge,0,0.3085770711532824,702
A|ebin5.4_f121,node_peak,25,ridge,1,0.5457460990952451,702
A|ebin5.4_f121,node_peak,25,ridge,2,0.2801429713541441,702
A|ebin5.4_f121,node_peak,50,ridge,0,0.5052347986390953,702
A|ebin5.4_f121,node_peak,50,gbt,0,0.28278411215696164,702
A|ebin5.4_f121,node_peak,50,ridge,1,0.5124363686187999,702
A|ebin5.4_f121,node_peak,50,gbt,1,0.2634875387605996,702
A|ebin5.4_f121,node_peak,50,ridge,2,0.5124862666664406,702
A|ebin5.4_f121,node_peak,50,gbt,2,0.25356600655868505,702
A|ebin5.4_f121,node_peak,100,ridge,0,0.633459495742196,702
