pair,type1,type2,enrichment_segment,feed,split_bucket,split_lo,split_mean,split_min,split_max,n_cores,n_feasible,n_distinct_splits,realized_enrichment_mean,bu_k1_mix_mean,F_r_min,best_cid,best_split,best_n_type1,best_n_type2,best_EFPD,best_B_c,best_B_d,best_discharge_GWd,best_CBC_max,best_cbc_margin,best_F_q,best_AO_min,best_AO_max,best_pinmax_rodavg_GWd,best_pinmax_node_GWd,best_pinmax_known,best_rodavg_ge68,best_rodavg_ge75,best_node_ge68,best_node_ge75,best_F_r_campaign,best_CBC_max_campaign,best_metrics_source,best_eq_ok,best_ncyc,best_feasible_at_metrics,F_r_p10,F_r_median,EFPD_mean,EFPD_max,B_d_mean,CBC_max_max,cbc_margin_min,n_pinmax_known,pinmax_rodavg_min,pinmax_rodavg_mean,pinmax_node_min,pinmax_node_mean,frac_rodavg_ge62,frac_rodavg_ge68,frac_rodavg_ge75,frac_node_ge62,frac_node_ge68,frac_node_ge75,n_campaign_verified,F_r_campaign_min,EFPD_max_F_r,EFPD_max_B_d,EFPD_max_split,pkey,n_store_rows,n_store_valid,store_f_r_min,store_cyclen_max,n_store_rows_pair_all_feeds,store_gap_f_r,unexplored,novel_type
H3_H4,H3,H4,5.5,101,65-70,0.65,0.673267,0.673267,0.673267,3,3,1,5.487,43.204394,1.5168,f816d41951bf,0.673267,68,33,612.5,23.910258,57.053189,57.43,1417.5,182.5,1.8659,-0.0428,0.0332,77.98,83.95,True,True,True,True,True,1.5172,1420.9,equilibrium_ncyc12,True,7,True,1.51918,1.5287,612.9,613.8,57.090448,1417.5,182.5,3,77.98,79.553333,83.95,86.146667,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5172,1.5471,57.174282,0.673267,H3_H4,208,137,1.806,605.354,1631,0.2892,False,False
G3_G4,G3,G4,5.5,105,50-55,0.5,0.52619,0.504762,0.533333,4,4,2,5.52275,43.547549,1.526,5dd34b004dc8,0.533333,56,49,633.4,24.726134,56.752365,57.07,1436.3,163.7,1.8811,-0.0464,0.0331,81.65,88.32,True,True,True,True,True,1.5258,1436.5,equilibrium_ncyc12,True,7,True,1.52639,1.52845,633.675,634.1,56.777005,1440.9,159.1,4,81.25,81.5825,87.41,88.135,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5258,1.5296,56.815085,0.533333,G3_G4,54,32,1.7361,628.182,2096,0.2101,False,False
G3_G4,G3,G4,5.5,105,55-60,0.55,0.571989,0.571429,0.580952,17,17,2,5.525,43.571611,1.52,7968a861e44a,0.571429,60,45,633.5,24.730038,56.761325,57.07,1424.3,175.7,1.8764,-0.0504,0.0355,82.66,89.69,True,True,True,True,True,1.52,1424.3,equilibrium_ncyc12,True,8,True,1.52116,1.5288,633.976471,636.8,56.804017,1455.2,144.8,17,79.51,81.671765,85.65,88.332353,1.0,1.0,1.0,1.0,1.0,1.0,0,1.52,1.5486,57.057004,0.571429,G3_G4,54,32,1.7361,628.182,2096,0.2161,False,False
G3_G4,G3,G4,5.5,105,60-65,0.6,0.621991,0.609524,0.647619,55,55,3,5.526727,43.596584,1.5172,fefe09ad6867,0.609524,64,41,634.9,24.78469,56.886765,57.18,1447.1,152.9,1.8745,-0.0462,0.0347,81.48,88.19,True,True,True,True,True,1.5172,1447.1,equilibrium_ncyc12,True,7,True,1.52298,1.5336,635.629091,638.3,56.952091,1493.4,106.6,55,77.31,80.774182,84.41,87.881091,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5172,1.5457,57.191403,0.647619,G3_G4,54,32,1.7361,628.182,2096,0.2189,False,False
G3_G4,G3,G4,5.5,105,65-70,0.65,0.681793,0.657143,0.695238,34,32,3,5.529647,43.626451,1.5131,89a86e1a77aa,0.685714,72,33,635.9,24.823727,56.976364,57.27,1462.8,137.2,1.8617,-0.0463,0.0369,81.53,88.2,True,True,True,True,True,1.5131,1462.8,equilibrium_ncyc12,True,7,True,1.52482,1.5356,636.232353,639.0,57.006143,1501.7,98.3,34,76.9,80.665588,84.38,87.704706,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5131,1.5358,57.254123,0.685714,G3_G4,54,32,1.7361,628.182,2096,0.223,False,False
G3_G4,G3,G4,5.5,105,70-75,0.7,0.724339,0.72381,0.733333,18,18,2,5.531056,43.6477,1.5187,f0f61c8a640e,0.72381,76,29,637.4,24.882283,57.110763,57.39,1484.1,115.9,1.8639,-0.0461,0.037,81.68,87.97,True,True,True,True,True,1.5187,1484.1,equilibrium_ncyc12,True,8,True,1.52669,1.5309,637.727778,639.4,57.140132,1512.5,87.5,18,76.86,80.292778,84.57,87.615,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5187,1.5262,57.289963,0.72381,G3_G4,54,32,1.7361,628.182,2096,0.2174,False,False
G3_G4,G3,G4,5.5,105,75-90,0.75,0.761905,0.761905,0.761905,7,7,1,5.533,43.666461,1.5248,119ce170b36f,0.761905,80,25,637.5,24.886187,57.119723,57.4,1491.2,108.8,1.8678,-0.0467,0.0441,78.7,86.02,True,True,True,True,True,1.5248,1491.2,equilibrium_ncyc12,True,7,True,1.5251,1.5301,638.185714,639.6,57.181163,1520.0,80.0,7,76.94,79.281429,83.96,86.622857,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5248,1.5326,57.307883,0.761905,G3_G4,54,32,1.7361,628.182,2096,0.2113,False,False
H3_H4,H3,H4,5.5,105,50-55,0.5,0.533333,0.533333,0.533333,3,3,1,5.483,43.145772,1.5437,56b9e930e353,0.533333,56,49,627.9,24.51143,56.259568,56.57,1412.9,187.1,1.895,-0.0461,0.0283,81.02,87.84,True,True,True,True,True,1.5431,1413.2,equilibrium_ncyc12,True,8,True,1.54404,1.5454,628.633333,629.2,56.325274,1412.9,187.1,3,80.53,80.736667,87.16,87.44,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5431,1.5483,56.376047,0.533333,H3_H4,54,35,1.7924,616.955,1631,0.2487,False,False
H3_H4,H3,H4,5.5,105,55-60,0.55,0.571429,0.571429,0.571429,14,14,1,5.484,43.161731,1.5202,91601d1f0954,0.571429,60,45,629.4,24.569986,56.393967,56.72,1413.6,186.4,1.8628,-0.0452,0.0296,80.62,87.25,True,True,True,True,True,1.5198,1413.3,equilibrium_ncyc12,True,8,True,1.52507,1.5389,629.257143,629.6,56.381167,1415.5,184.5,14,80.27,80.735714,86.9,87.401429,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5198,1.5381,56.411887,0.571429,H3_H4,54,35,1.7924,616.955,1631,0.2722,False,False
H3_H4,H3,H4,5.5,105,60-65,0.6,0.625483,0.609524,0.647619,37,37,3,5.485459,43.184375,1.511,48120ba0382c,0.647619,68,37,630.0,24.593408,56.447727,56.7,1422.4,177.6,1.8681,-0.0452,0.0324,80.81,87.15,True,True,True,True,True,1.5099,1424.1,equilibrium_ncyc12,True,8,True,1.51582,1.5287,629.764865,631.0,56.426659,1432.2,167.8,37,79.88,80.692973,86.14,87.205135,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5099,1.5356,56.537326,0.609524,H3_H4,54,35,1.7924,616.955,1631,0.2814,False,False
H3_H4,H3,H4,5.5,105,65-70,0.65,0.666667,0.657143,0.685714,3,3,2,5.486333,43.201628,1.5199,de010dae4a0c,0.657143,69,36,629.7,24.581697,56.420847,56.69,1423.0,177.0,1.868,-0.0448,0.0337,81.97,88.66,True,True,True,True,True,1.519,1424.2,equilibrium_ncyc12,True,8,True,1.52342,1.5375,629.9,630.9,56.438767,1433.9,166.1,3,80.3,80.963333,86.88,87.476667,1.0,1.0,1.0,1.0,1.0,1.0,0,1.519,1.5466,56.528366,0.657143,H3_H4,54,35,1.7924,616.955,1631,0.2725,False,False
G3_G4,G3,G4,5.5,109,50-55,0.5,0.51682,0.513761,0.522936,24,16,2,5.522333,43.536422,1.5449,2cc0da107f2d,0.513761,56,53,661.6,25.826982,57.103694,57.41,1488.6,111.4,1.9138,-0.05,0.0178,74.27,80.28,True,True,False,True,True,1.5449,1488.6,equilibrium_ncyc12,True,9,True,1.54709,1.5487,661.425,662.1,57.08859,1490.8,109.2,24,74.09,74.760833,80.13,80.88625,1.0,1.0,0.25,1.0,1.0,1.0,0,1.5449,1.547,57.14685,0.513761,G3_G4,189,128,1.7616,648.037,2096,0.2167,False,False
H3_H4,H3,H4,5.5,109,50-55,0.5,0.513761,0.513761,0.513761,3,3,1,5.483,43.137573,1.5466,5aa83de9333f,0.513761,56,53,656.7,25.6357,56.680768,57.01,1457.7,142.3,1.9321,-0.0476,0.0147,73.96,80.14,True,True,False,True,True,1.5476,1458.7,equilibrium_ncyc12,True,8,True,1.5466,1.5466,656.433333,656.7,56.657751,1457.7,142.3,3,72.28,73.41,78.6,79.636667,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5471,1.5466,56.680768,0.513761,H3_H4,224,164,1.706,644.692,1631,0.1594,False,False
G3_G4,G3,G4,5.5,113,50-55,0.5,0.539823,0.539823,0.539823,6,0,1,5.524,43.555547,1.561,f72cc18ea574,0.539823,61,52,671.5,26.21345,55.906561,56.21,1491.6,108.4,1.9263,-0.0486,0.0132,79.45,85.75,True,True,True,True,True,1.5435,1491.0,equilibrium_ncyc12,True,10,False,1.56165,1.5637,671.55,672.3,55.910724,1491.6,108.4,6,79.33,79.4,85.6,85.68,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5409,1.5623,55.973166,0.539823,G3_G4,88,68,1.6454,662.614,2096,0.0844,False,False
G3_G4,G3,G4,5.5,113,55-60,0.55,0.575221,0.575221,0.575221,5,3,1,5.525,43.573226,1.5401,56e701f4b22a,0.575221,65,48,670.8,26.186124,55.848282,56.13,1486.0,114.0,1.9059,-0.0495,0.0136,,,False,False,False,False,False,1.5401,1486.0,campaign,False,5,True,1.54042,1.5489,671.26,671.9,55.88658,1504.1,95.9,3,79.23,80.79,85.5,87.26,1.0,1.0,1.0,1.0,1.0,1.0,2,1.5395,1.5489,55.939864,0.575221,G3_G4,88,68,1.6454,662.614,2096,0.1053,False,False
G3_G4,G3,G4,5.5,113,60-65,0.6,0.610619,0.610619,0.610619,1,1,1,5.527,43.590905,1.5489,222e683e3b65,0.610619,69,44,672.8,26.264198,56.014794,56.32,1507.9,92.1,1.9269,-0.0483,0.0152,72.58,78.53,True,True,False,True,True,1.5489,1507.6,equilibrium_ncyc12,True,7,True,1.5489,1.5489,672.8,672.8,56.014794,1507.9,92.1,1,72.58,72.58,78.53,78.53,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5489,1.5489,56.014794,0.610619,G3_G4,88,68,1.6454,662.614,2096,0.0965,False,False
G3_G4,G3,G4,5.5,113,65-70,0.65,0.681416,0.681416,0.681416,11,11,1,5.529,43.626263,1.5476,e6cd6b52c9fd,0.681416,77,36,676.1,26.393021,56.28954,56.58,1557.8,42.2,1.9213,-0.0463,0.0201,68.22,74.38,True,True,False,True,False,1.5476,1557.8,equilibrium_ncyc12,True,8,True,1.5477,1.5491,675.518182,676.1,56.2411,1559.8,40.2,7,68.16,68.272857,74.34,74.471429,1.0,1.0,0.0,1.0,1.0,0.0,4,1.5476,1.5476,56.28954,0.681416,G3_G4,88,68,1.6454,662.614,2096,0.0978,False,False
H3_H4,H4,H3,5.5,113,50-55,0.5,0.509482,0.504425,0.539823,7,7,2,5.482857,43.127836,1.545,70b7e8c7c1a2,0.504425,57,56,665.3,25.971419,55.390372,55.72,1444.4,155.6,1.9178,-0.0494,0.0138,73.08,80.3,True,True,False,True,True,1.5455,1442.2,equilibrium_ncyc12,True,8,True,1.54506,1.5455,665.128571,666.0,55.3761,1444.4,155.6,7,70.11,72.67,76.6,79.797143,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5455,1.5469,55.448652,0.504425,H3_H4,65,49,1.7227,657.454,1631,0.1777,False,False
H3_H4,H3,H4,5.5,113,55-60,0.55,0.575221,0.575221,0.575221,3,0,1,5.484,43.16332,1.5655,1e26faffc7b2,0.575221,65,48,669.0,26.115857,55.698421,56.02,1491.1,108.9,1.9493,-0.0461,0.0114,67.7,74.07,True,False,False,True,False,1.5495,1490.5,equilibrium_ncyc12,True,9,False,1.56572,1.5666,669.0,669.1,55.698421,1491.1,108.9,3,67.7,67.716667,74.07,74.086667,1.0,0.0,0.0,1.0,1.0,0.0,0,1.5494,1.5666,55.706746,0.575221,H3_H4,65,49,1.7227,657.454,1631,0.1572,False,False
H3_H4,H3,H4,5.5,113,60-65,0.6,0.627514,0.610619,0.646018,44,0,2,5.485477,43.185226,1.5514,580c2868ec14,0.646018,73,40,670.2,26.162702,55.798328,56.08,1508.8,91.2,1.922,-0.0454,0.0158,67.17,73.35,True,False,False,True,False,1.5432,1508.6,equilibrium_ncyc12,True,9,False,1.55273,1.5555,668.990909,670.2,55.697664,1508.8,91.2,44,67.11,69.192727,73.32,75.825455,1.0,0.522727,0.022727,1.0,1.0,0.522727,0,1.5432,1.5514,55.798328,0.646018,H3_H4,65,49,1.7227,657.454,1631,0.1713,False,False
G3_G4,G4,G3,5.5,117,50-55,0.5,0.521368,0.521368,0.521368,1,1,1,5.521,43.524986,1.5498,127f7dec5059,0.521368,61,56,680.5,26.564784,54.718915,55.03,1459.2,140.8,1.929,-0.0472,0.0153,70.05,77.12,True,True,False,True,True,1.5498,1459.2,equilibrium_ncyc12,True,8,True,1.5498,1.5498,680.5,680.5,54.718915,1459.2,140.8,1,70.05,70.05,77.12,77.12,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5498,1.5498,54.718915,0.521368,G3_G4,180,144,1.6121,684.614,2096,0.0623,False,False
H3_H4,H4,H3,5.5,117,50-55,0.5,0.5338,0.512821,0.547009,22,22,3,5.4825,43.131319,1.5316,8acfe14eb97e,0.547009,64,53,677.4,26.443769,54.469644,54.83,1435.5,164.5,1.9187,-0.048,0.0143,,,False,False,False,False,False,1.5316,1435.5,campaign,False,5,True,1.53415,1.5399,678.168182,680.8,54.531413,1486.7,113.3,10,67.64,70.223,73.86,77.026,1.0,0.9,0.0,1.0,1.0,0.9,12,1.5316,1.5347,54.743037,0.547009,H3_H4,124,98,1.6675,678.099,1631,0.1359,False,False
H3_H4,H3,H4,5.5,117,55-60,0.55,0.577635,0.555556,0.589744,60,59,3,5.483433,43.143385,1.5315,0408eba24d67,0.581197,68,49,678.3,26.478902,54.542013,54.96,1472.5,127.5,1.9318,-0.0436,0.0119,,,False,False,False,False,False,1.5315,1472.5,campaign,False,5,True,1.53835,1.54555,678.938333,682.0,54.593341,1505.6,94.4,21,67.47,73.12,73.85,79.564762,1.0,0.904762,0.190476,1.0,1.0,0.904762,39,1.5315,1.5376,54.839529,0.581197,H3_H4,124,98,1.6675,678.099,1631,0.136,False,False
H3_H4,H3,H4,5.5,117,60-65,0.6,0.633944,0.615385,0.649573,35,35,3,5.485629,43.18792,1.5204,1bab113504e5,0.649573,76,41,681.7,26.611629,54.815406,55.19,1511.9,88.1,1.9066,-0.0447,0.0109,,,False,False,False,False,False,1.5204,1511.9,campaign,False,5,True,1.53224,1.5403,680.922857,683.2,54.752916,1518.8,81.2,1,67.95,67.95,74.07,74.07,1.0,0.0,0.0,1.0,1.0,0.0,34,1.5204,1.5477,54.936021,0.615385,H3_H4,124,98,1.6675,678.099,1631,0.1471,False,False
H3_H4,H3,H4,5.5,117,65-70,0.65,0.683761,0.683761,0.683761,2,2,1,5.487,43.208789,1.5362,96ba151abc9c,0.683761,80,37,682.3,26.635051,54.863652,55.24,1531.6,68.4,1.9321,-0.0428,0.0094,,,False,False,False,False,False,1.5362,1531.6,campaign,False,5,True,1.53636,1.537,682.25,682.3,54.859632,1531.6,68.4,0,,,,,,,,,,,2,1.5362,1.5362,54.863652,0.683761,H3_H4,124,98,1.6675,678.099,1631,0.1313,False,False
G3_G4,G4,G3,5.5,121,50-55,0.5,0.52595,0.504132,0.53719,25,25,3,5.52152,43.525339,1.5384,96e82011b791,0.504132,61,60,696.7,27.197186,54.169602,54.47,1504.2,95.8,1.8928,-0.0486,0.0157,70.22,76.34,True,True,False,True,True,1.5384,1504.2,equilibrium_ncyc12,True,8,True,1.54024,1.5466,695.476,696.9,54.074434,1516.5,83.5,25,67.83,69.274,73.5,75.34,1.0,0.96,0.0,1.0,1.0,0.84,0,1.5384,1.5473,54.185153,0.53719,G3_G4,487,408,1.5114,704.461,2096,-0.027,False,False
G3_G4,G4,G3,5.5,121,55-60,0.55,0.575903,0.561983,0.595041,19,19,3,5.522789,43.544022,1.5422,6fa25333e6d9,0.570248,69,52,695.3,27.142534,54.06075,54.43,1490.5,109.5,1.907,-0.0478,0.0145,69.4,75.45,True,True,False,True,True,1.5421,1486.5,equilibrium_ncyc12,True,9,True,1.54236,1.5457,697.052632,699.1,54.19702,1560.9,39.1,19,69.0,69.692105,75.11,75.776316,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5421,1.5444,54.356206,0.595041,G3_G4,487,408,1.5114,704.461,2096,-0.0308,False,False
G3_G4,G3,G4,5.5,121,60-65,0.6,0.603306,0.603306,0.603306,1,1,1,5.526,43.587252,1.5397,f3233e4dcf55,0.603306,73,48,698.8,27.279164,54.332881,54.62,1560.9,39.1,1.9387,-0.0438,0.0119,70.32,76.37,True,True,False,True,True,1.5397,1560.9,equilibrium_ncyc12,True,9,True,1.5397,1.5397,698.8,698.8,54.332881,1560.9,39.1,1,70.32,70.32,76.37,76.37,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5397,1.5397,54.332881,0.603306,G3_G4,487,408,1.5114,704.461,2096,-0.0283,False,False
G3_G4,G3,G4,5.5,121,65-70,0.65,0.661157,0.661157,0.661157,1,1,1,5.529,43.616145,1.5417,410d0b53c432,0.661157,80,41,698.4,27.263549,54.30178,54.63,1569.7,30.3,1.9316,-0.0442,0.0114,69.61,75.71,True,True,False,True,True,1.5393,1566.3,equilibrium_ncyc12,True,8,True,1.5417,1.5417,698.4,698.4,54.30178,1569.7,30.3,1,69.61,69.61,75.71,75.71,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5393,1.5417,54.30178,0.661157,G3_G4,487,408,1.5114,704.461,2096,-0.0303,False,False
H1_H2,H2,H1,5.5,121,50-55,0.5,0.53719,0.53719,0.53719,4,4,1,5.496,43.248483,1.5273,dca0a073e126,0.53719,65,56,691.4,26.990289,53.757518,54.11,1463.5,136.5,1.8824,-0.0468,0.0144,68.57,74.61,True,True,False,True,False,1.5271,1459.6,equilibrium_ncyc12,True,8,True,1.52772,1.52915,691.2,691.4,53.741968,1463.6,136.4,4,68.52,68.5975,74.57,74.6425,1.0,1.0,0.0,1.0,1.0,0.0,0,1.5271,1.5273,53.757518,0.53719,H1_H2,218,157,1.4972,695.62,1582,-0.0301,False,False
H1_H2,H2,H1,5.5,121,55-60,0.55,0.582645,0.570248,0.595041,2,2,2,5.497,43.268623,1.5341,71c6e8e96afd,0.570248,69,52,689.8,26.92783,53.633116,54.0,1450.8,149.2,1.9037,-0.0475,0.0145,68.52,74.57,True,True,False,True,False,1.5312,1446.0,equilibrium_ncyc12,True,9,True,1.53508,1.539,692.2,694.6,53.81972,1520.0,80.0,2,68.52,68.575,74.49,74.53,1.0,1.0,0.0,1.0,1.0,0.0,0,1.5312,1.5439,54.006324,0.595041,H1_H2,218,157,1.4972,695.62,1582,-0.0369,False,False
H3_H4,H4,H3,5.5,121,50-55,0.5,0.52384,0.504132,0.53719,13,11,3,5.482462,43.123685,1.5168,be3f0a611516,0.504132,61,60,689.7,26.923926,53.62534,53.97,1460.8,139.2,1.906,-0.0459,0.0138,68.05,74.16,True,True,False,True,False,1.5174,1457.3,equilibrium_ncyc12,True,8,True,1.52164,1.5381,689.676923,690.7,53.623546,1484.4,115.6,13,68.05,68.422308,74.11,74.565385,1.0,1.0,0.0,1.0,1.0,0.153846,0,1.5174,1.5213,53.703092,0.504132,H3_H4,226,173,1.5174,696.418,1631,0.0006,False,False
H3_H4,H4,H3,5.5,121,55-60,0.55,0.568411,0.561983,0.570248,9,6,2,5.481333,43.108919,1.522,6d28184146c1,0.570248,69,52,688.7,26.884889,53.547589,53.91,1432.2,167.8,1.906,-0.0482,0.0148,68.13,74.3,True,True,False,True,False,1.5224,1428.5,equilibrium_ncyc12,True,9,True,1.52864,1.544,689.122222,691.8,53.580417,1490.1,109.9,9,68.12,68.363333,74.18,74.532222,1.0,1.0,0.0,1.0,1.0,0.111111,0,1.5224,1.5485,53.788619,0.561983,H3_H4,226,173,1.5174,696.418,1631,-0.0046,False,False
H3_H4,H4,H3,5.5,121,60-65,0.6,0.603306,0.603306,0.603306,1,1,1,5.48,43.08853,1.5339,9ccdf9caf99f,0.603306,73,48,688.1,26.861467,53.500938,53.87,1432.6,167.4,1.9122,-0.0471,0.014,68.45,74.61,True,True,False,True,False,1.5347,1428.8,equilibrium_ncyc12,True,9,True,1.5339,1.5339,688.1,688.1,53.500938,1432.6,167.4,1,68.45,68.45,74.61,74.61,1.0,1.0,0.0,1.0,1.0,0.0,0,1.5347,1.5339,53.500938,0.603306,H3_H4,226,173,1.5174,696.418,1631,-0.0165,False,False
