pair,type1,type2,enrichment_segment,feed,split_bucket,split_lo,split_mean,split_min,split_max,n_cores,n_feasible,n_distinct_splits,realized_enrichment_mean,bu_k1_mix_mean,F_r_min,best_cid,best_split,best_n_type1,best_n_type2,best_EFPD,best_B_c,best_B_d,best_discharge_GWd,best_CBC_max,best_cbc_margin,best_F_q,best_AO_min,best_AO_max,best_pinmax_rodavg_GWd,best_pinmax_node_GWd,best_pinmax_known,best_rodavg_ge68,best_rodavg_ge75,best_node_ge68,best_node_ge75,best_F_r_campaign,best_CBC_max_campaign,best_metrics_source,best_eq_ok,best_ncyc,best_feasible_at_metrics,F_r_p10,F_r_median,EFPD_mean,EFPD_max,B_d_mean,CBC_max_max,cbc_margin_min,n_pinmax_known,pinmax_rodavg_min,pinmax_rodavg_mean,pinmax_node_min,pinmax_node_mean,frac_rodavg_ge62,frac_rodavg_ge68,frac_rodavg_ge75,frac_node_ge62,frac_node_ge68,frac_node_ge75,n_campaign_verified,F_r_campaign_min,EFPD_max_F_r,EFPD_max_B_d,EFPD_max_split,pkey,n_store_rows,n_store_valid,store_f_r_min,store_cyclen_max,n_store_rows_pair_all_feeds,store_gap_f_r,unexplored,novel_type
N3_N4,N3,N4,5.4,101,65-70,0.65,0.673267,0.673267,0.673267,36,36,1,5.429,42.730319,1.5191,45536dd99e4d,0.673267,68,33,604.4,23.594057,56.29869,56.59,1370.7,189.4,1.874,-0.0401,0.0258,79.11,85.99,True,True,True,True,True,1.5191,1370.7,equilibrium_ncyc12,True,8,True,1.5333,1.5402,607.452778,610.2,56.58305,1389.8,170.2,36,76.22,78.268889,82.5,84.800278,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5191,1.546,56.838949,0.673267,N3_N4,0,0,,,323,,True,False
N3_N4,N3,N4,5.4,101,70-75,0.7,0.712871,0.712871,0.712871,13,13,1,5.43,42.747497,1.5232,0b0b9dd84802,0.712871,72,29,610.6,23.836087,56.876208,57.16,1386.2,173.9,1.8603,-0.0483,0.0346,78.21,84.71,True,True,True,True,True,1.5232,1386.2,equilibrium_ncyc12,True,7,True,1.53706,1.5405,608.730769,610.7,56.702093,1395.9,164.1,13,75.9,78.470769,83.85,85.151538,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5232,1.5409,56.885523,0.712871,N3_N4,0,0,,,323,,True,False
N3_N4,N3,N4,5.4,101,75-90,0.75,0.752475,0.752475,0.752475,7,7,1,5.431,42.764675,1.5295,09b35e781c73,0.752475,76,25,607.2,23.703361,56.559504,56.84,1392.5,167.5,1.8688,-0.0464,0.0362,79.71,85.66,True,True,True,True,True,1.5295,1392.5,equilibrium_ncyc12,True,8,True,1.53292,1.5382,608.3,610.7,56.661967,1401.7,158.3,7,78.45,78.99,84.29,85.577143,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5295,1.5393,56.885523,0.752475,N3_N4,0,0,,,323,,True,False
N1_N2,N1,N2,5.4,105,50-55,0.5,0.533333,0.533333,0.533333,13,13,1,5.416,42.563831,1.5194,432eae0c0ae9,0.533333,56,49,622.4,24.296726,55.76677,56.08,1396.8,163.2,1.8713,-0.0445,0.0274,79.39,86.08,True,True,True,True,True,1.5193,1396.3,equilibrium_ncyc12,True,8,True,1.5216,1.5358,620.553846,622.4,55.601355,1396.8,163.2,13,78.88,79.366154,85.42,86.025385,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5193,1.5194,55.76677,0.533333,N1_N2,31,17,1.7533,602.549,1600,0.2339,True,False
N1_N2,N1,N2,5.4,105,55-60,0.55,0.571631,0.571429,0.580952,47,47,2,5.417,42.578526,1.5105,b3f09f2566d5,0.571429,60,45,621.7,24.269399,55.70405,55.99,1377.8,182.2,1.8529,-0.0458,0.0263,79.44,86.13,True,True,True,True,True,1.5116,1378.5,equilibrium_ncyc12,True,8,True,1.5139,1.5271,620.717021,622.0,55.615976,1404.8,155.2,47,77.75,79.390851,83.92,86.055532,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5116,1.5158,55.73093,0.571429,N1_N2,31,17,1.7533,602.549,1600,0.2428,True,False
N1_N2,N1,N2,5.4,105,60-65,0.6,0.624459,0.609524,0.647619,44,44,3,5.418386,42.598798,1.5024,1c40d8a69fb3,0.609524,64,41,621.3,24.253785,55.66821,55.99,1382.2,177.8,1.8445,-0.0452,0.0276,79.46,86.12,True,True,True,True,True,1.5029,1381.1,equilibrium_ncyc12,True,8,True,1.51622,1.52955,621.129545,623.1,55.652938,1419.1,140.9,44,76.11,79.061818,82.93,85.659091,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5029,1.5368,55.82949,0.647619,N1_N2,31,17,1.7533,602.549,1600,0.2509,True,False
N1_N2,N1,N2,5.4,105,65-70,0.65,0.666667,0.657143,0.685714,3,3,2,5.419333,42.614994,1.5315,b21c4ac1ad3b,0.657143,69,36,621.5,24.261592,55.68613,55.99,1410.0,150.0,1.8835,-0.0443,0.0263,78.73,85.08,True,True,True,True,True,1.5304,1408.9,equilibrium_ncyc12,True,8,True,1.53346,1.5413,621.266667,621.5,55.665224,1410.0,150.0,3,78.73,79.61,85.08,86.103333,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5304,1.5315,55.68613,0.657143,N1_N2,31,17,1.7533,602.549,1600,0.2218,True,False
N3_N4,N3,N4,5.4,105,50-55,0.5,0.519048,0.504762,0.533333,2,1,2,5.4235,42.661361,1.5265,69c9f7df01ce,0.533333,56,49,621.8,24.273303,55.71301,56.06,1379.3,180.7,1.8715,-0.0466,0.0249,79.95,86.65,True,True,True,True,True,1.528,1377.5,equilibrium_ncyc12,True,8,True,1.52887,1.53835,622.0,622.2,55.73093,1379.3,180.7,2,79.61,79.78,86.32,86.485,1.0,1.0,1.0,1.0,1.0,1.0,0,1.528,1.5502,55.74885,0.504762,N3_N4,25,16,1.8912,604.26,323,0.3647,True,False
N3_N4,N3,N4,5.4,105,55-60,0.55,0.572294,0.571429,0.580952,22,22,2,5.426,42.686522,1.5118,99a7b43d119a,0.571429,60,45,623.0,24.320148,55.82053,56.12,1388.2,171.8,1.8536,-0.0463,0.0264,79.85,86.54,True,True,True,True,True,1.5118,1388.2,equilibrium_ncyc12,True,8,True,1.51337,1.5238,622.754545,625.4,55.798537,1420.3,139.7,22,77.32,79.616818,84.35,86.315909,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5118,1.544,56.035569,0.571429,N3_N4,25,16,1.8912,604.26,323,0.3794,True,False
N3_N4,N3,N4,5.4,105,60-65,0.6,0.63619,0.609524,0.647619,60,60,2,5.4277,42.714237,1.5101,e2a1054231aa,0.609524,64,41,622.9,24.316244,55.81157,56.13,1394.6,165.4,1.8495,-0.0455,0.0282,79.85,86.51,True,True,True,True,True,1.5102,1393.6,equilibrium_ncyc12,True,8,True,1.51517,1.5357,623.9,626.9,55.901169,1438.7,121.3,60,73.78,78.816667,79.56,85.550167,1.0,1.0,0.933333,1.0,1.0,1.0,0,1.5102,1.5359,56.169968,0.647619,N3_N4,25,16,1.8912,604.26,323,0.3811,True,False
N3_N4,N3,N4,5.4,105,65-70,0.65,0.685238,0.657143,0.695238,40,40,3,5.428975,42.735511,1.5215,5366c8ac5044,0.685714,72,33,623.4,24.335763,55.85637,56.13,1413.5,146.5,1.8714,-0.0469,0.0343,80.77,87.27,True,True,True,True,True,1.5215,1413.5,equilibrium_ncyc12,True,8,True,1.53048,1.5364,625.3875,627.6,56.034449,1445.1,114.9,40,73.39,78.041,79.45,84.84875,1.0,1.0,0.875,1.0,1.0,1.0,0,1.5215,1.5355,56.232688,0.685714,N3_N4,25,16,1.8912,604.26,323,0.3697,True,False
N3_N4,N3,N4,5.4,105,70-75,0.7,0.72381,0.72381,0.72381,8,8,1,5.43,42.752241,1.5309,78679d68d404,0.72381,76,29,625.4,24.413837,56.035569,56.32,1431.8,128.2,1.8598,-0.0462,0.0323,79.89,86.64,True,True,True,True,True,1.5309,1431.8,equilibrium_ncyc12,True,8,True,1.53216,1.5338,625.2625,626.3,56.023249,1438.2,121.8,8,74.64,78.87625,81.1,85.4325,1.0,1.0,0.875,1.0,1.0,1.0,0,1.5309,1.5493,56.116208,0.72381,N3_N4,25,16,1.8912,604.26,323,0.3603,True,False
N3_N4,N3,N4,5.4,105,75-90,0.75,0.761905,0.761905,0.761905,5,5,1,5.432,42.768765,1.525,c151f28ac863,0.761905,80,25,626.5,24.456778,56.134128,56.4,1440.7,119.3,1.8547,-0.046,0.0346,75.49,81.65,True,True,True,True,True,1.525,1440.7,equilibrium_ncyc12,True,8,True,1.52696,1.5302,624.98,626.5,55.997937,1440.7,119.3,5,75.49,77.97,81.65,84.068,1.0,1.0,1.0,1.0,1.0,1.0,0,1.525,1.525,56.134128,0.761905,N3_N4,25,16,1.8912,604.26,323,0.3662,True,False
N1_N2,N1,N2,5.4,109,50-55,0.5,0.515072,0.513761,0.522936,21,20,2,5.415857,42.554309,1.542,fe155f80b916,0.513761,56,53,648.0,25.296077,55.929858,56.25,1412.3,147.7,1.9093,-0.0485,0.0133,72.28,79.97,True,True,False,True,True,1.5421,1413.9,equilibrium_ncyc12,True,8,True,1.5423,1.5464,647.547619,648.0,55.890812,1416.6,143.4,21,69.75,71.832857,76.84,79.21,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5421,1.542,55.929858,0.513761,N1_N2,166,122,1.694,632.265,1600,0.152,False,False
N1_N2,N1,N2,5.4,109,55-60,0.55,0.577982,0.550459,0.587156,20,19,2,5.41675,42.580963,1.5424,26064584afc2,0.587156,64,45,644.4,25.155543,55.619136,55.89,1434.1,125.9,1.9215,-0.048,0.0158,76.0,82.27,True,True,True,True,True,1.5421,1436.1,equilibrium_ncyc12,True,8,True,1.54346,1.5471,644.985,647.4,55.669628,1435.2,124.8,20,70.09,75.8935,77.11,82.8185,1.0,1.0,0.75,1.0,1.0,1.0,0,1.5421,1.5439,55.878071,0.550459,N1_N2,166,122,1.694,632.265,1600,0.1516,False,False
N3_N4,N3,N4,5.4,109,50-55,0.5,0.514301,0.513761,0.522936,85,83,2,5.423941,42.660197,1.5394,3eaced602e88,0.513761,56,53,649.4,25.350729,56.050694,56.36,1429.7,130.3,1.9168,-0.0484,0.0135,72.62,80.29,True,True,False,True,True,1.5394,1429.7,equilibrium_ncyc12,True,8,True,1.54076,1.5471,649.111765,649.9,56.025816,1436.0,124.0,85,69.23,72.789412,75.95,80.126118,1.0,1.0,0.094118,1.0,1.0,1.0,0,1.5394,1.5485,56.093849,0.513761,N3_N4,0,0,,,323,,True,False
N3_N4,N3,N4,5.4,109,55-60,0.55,0.552752,0.550459,0.559633,20,20,2,5.424,42.665113,1.538,ba90feb4e617,0.550459,60,49,649.9,25.370247,56.093849,56.4,1440.2,119.8,1.9131,-0.0486,0.0124,70.77,77.79,True,True,False,True,True,1.538,1440.2,equilibrium_ncyc12,True,8,True,1.54122,1.5467,648.875,649.9,56.00538,1440.2,119.8,20,70.11,72.854,77.04,79.912,1.0,1.0,0.1,1.0,1.0,1.0,0,1.538,1.538,56.093849,0.550459,N3_N4,0,0,,,323,,True,False
N1_N2,N1,N2,5.4,113,50-55,0.5,0.528417,0.504425,0.539823,45,14,3,5.415667,42.56134,1.5374,eb995b0da60d,0.539823,61,52,659.7,25.752811,54.924138,55.24,1432.5,127.5,1.9348,-0.0469,0.0125,66.91,73.3,True,False,False,True,False,1.5458,1432.0,equilibrium_ncyc12,True,9,True,1.5492,1.5508,659.295556,660.2,54.890465,1440.0,120.0,45,66.78,68.844222,73.2,75.276,1.0,0.377778,0.088889,1.0,1.0,0.377778,0,1.5399,1.5485,54.965766,0.539823,N1_N2,187,129,1.7243,651.018,1600,0.1869,False,False
N3_N4,N3,N4,5.4,113,50-55,0.5,0.522896,0.504425,0.539823,126,31,3,5.424024,42.664883,1.5407,7dd6bca0f367,0.504425,57,56,660.2,25.77233,54.965766,55.22,1438.6,121.4,1.9519,-0.049,0.0172,,,False,False,False,False,False,1.5407,1438.6,campaign,False,5,True,1.54425,1.55615,660.622222,662.0,55.000918,1455.0,105.0,105,66.52,68.567524,72.46,74.918857,1.0,0.171429,0.095238,1.0,1.0,0.171429,21,1.5407,1.5462,55.115627,0.539823,N3_N4,37,27,1.7699,647.749,323,0.2292,False,False
N3_N4,N3,N4,5.4,113,55-60,0.55,0.575221,0.575221,0.575221,56,43,1,5.426,42.687791,1.5427,169797005559,0.575221,65,48,661.7,25.830886,55.09065,55.35,1468.2,91.8,1.9357,-0.0472,0.0116,,,False,False,False,False,False,1.5427,1468.2,campaign,False,5,True,1.54475,1.54805,662.769643,663.8,55.179704,1475.8,84.2,13,67.22,67.296923,73.61,73.648462,1.0,0.0,0.0,1.0,1.0,0.0,43,1.5427,1.545,55.265488,0.575221,N3_N4,37,27,1.7699,647.749,323,0.2272,False,False
N3_N4,N3,N4,5.4,113,60-65,0.6,0.610619,0.610619,0.610619,29,25,1,5.427,42.703145,1.5426,58ce2ad68203,0.610619,69,44,662.5,25.862115,55.157255,55.41,1475.0,85.0,1.9417,-0.0471,0.0115,,,False,False,False,False,False,1.5426,1475.0,campaign,False,5,True,1.54298,1.5466,662.468966,663.6,55.154671,1481.3,78.7,4,67.29,67.4825,73.66,73.68,1.0,0.0,0.0,1.0,1.0,0.0,25,1.5422,1.5466,55.248837,0.610619,N3_N4,37,27,1.7699,647.749,323,0.2273,False,False
N1_N2,N2,N1,5.4,117,50-55,0.5,0.520833,0.512821,0.521368,16,15,2,5.415062,42.54366,1.534,50e81e4be6ac,0.521368,61,56,669.9,26.15099,53.86657,54.19,1409.4,150.6,1.9169,-0.049,0.0153,68.22,74.11,True,True,False,True,False,1.5334,1406.9,equilibrium_ncyc12,True,8,True,1.5353,1.54265,669.7875,671.2,53.857524,1413.7,146.3,16,66.96,69.894375,72.95,76.465625,1.0,0.75,0.0,1.0,1.0,0.5625,0,1.5334,1.5424,53.971103,0.521368,N1_N2,280,217,1.577,667.772,1600,0.043,False,False
N1_N2,N2,N1,5.4,117,55-60,0.55,0.567701,0.555556,0.581197,19,19,2,5.415421,42.554578,1.5388,0d54def8b09b,0.555556,65,52,669.6,26.139279,53.842447,54.16,1411.7,148.3,1.9339,-0.0482,0.0148,67.59,73.68,True,False,False,True,False,1.5364,1410.3,equilibrium_ncyc12,True,8,True,1.5407,1.5451,670.236842,672.4,53.893655,1445.9,114.1,19,66.71,70.981053,72.92,77.665263,1.0,0.684211,0.210526,1.0,1.0,0.684211,0,1.5364,1.5407,54.067595,0.581197,N1_N2,280,217,1.577,667.772,1600,0.0382,False,False
N1_N2,N1,N2,5.4,117,60-65,0.6,0.615385,0.615385,0.615385,3,3,1,5.418,42.595316,1.5422,de59b8092b00,0.615385,72,45,672.4,26.248583,54.067595,54.38,1454.6,105.4,1.9132,-0.0454,0.0121,66.97,73.14,True,False,False,True,False,1.5432,1451.5,equilibrium_ncyc12,True,9,True,1.54278,1.5451,671.4,672.4,53.987185,1455.5,104.5,3,66.97,73.07,73.14,79.26,1.0,0.666667,0.666667,1.0,1.0,0.666667,0,1.5432,1.5422,54.067595,0.615385,N1_N2,280,217,1.577,667.772,1600,0.0348,False,False
N3_N4,N3,N4,5.4,117,50-55,0.5,0.527066,0.512821,0.547009,51,48,3,5.423804,42.657818,1.5221,9c0740605fc0,0.547009,64,53,674.6,26.334465,54.244496,54.61,1457.8,102.2,1.9199,-0.0471,0.0124,,,False,False,False,False,False,1.5221,1457.8,campaign,False,5,True,1.5305,1.5429,671.964706,676.1,54.032593,1470.9,89.1,24,66.58,71.215,72.33,77.559583,1.0,0.791667,0.166667,1.0,1.0,0.666667,27,1.5221,1.5305,54.365111,0.547009,N3_N4,0,0,,,323,,True,False
N3_N4,N3,N4,5.4,117,55-60,0.55,0.57963,0.555556,0.589744,60,60,3,5.425633,42.685687,1.5274,55faf483f7e4,0.589744,69,48,671.9,26.229065,54.02739,54.43,1452.9,107.1,1.9023,-0.0469,0.0148,,,False,False,False,False,False,1.5274,1452.9,campaign,False,5,True,1.53138,1.54595,673.411667,676.2,54.148943,1486.8,73.2,16,66.98,68.80875,73.17,75.170625,1.0,0.4375,0.0625,1.0,1.0,0.4375,44,1.5274,1.529,54.373152,0.581197,N3_N4,0,0,,,323,,True,False
N3_N4,N3,N4,5.4,117,60-65,0.6,0.625641,0.615385,0.649573,25,25,3,5.42728,42.709661,1.5276,5d6dff4f70b9,0.615385,72,45,675.3,26.361791,54.300783,54.58,1489.0,71.0,1.9134,-0.0441,0.0084,71.37,77.96,True,True,False,True,True,1.5276,1489.0,equilibrium_ncyc12,True,8,True,1.5324,1.5418,673.676,676.2,54.170198,1504.1,55.9,6,70.24,71.528333,76.88,78.066667,1.0,1.0,0.166667,1.0,1.0,1.0,19,1.5276,1.5314,54.373152,0.649573,N3_N4,0,0,,,323,,True,False
N3_N4,N3,N4,5.4,117,65-70,0.65,0.683761,0.683761,0.683761,1,1,1,5.429,42.73487,1.539,93ca5943a3ef,0.683761,80,37,673.1,26.275909,54.123882,54.48,1479.1,80.9,1.9051,-0.0475,0.0131,,,False,False,False,False,False,1.539,1479.1,campaign,False,5,True,1.539,1.539,673.1,673.1,54.123882,1479.1,80.9,0,,,,,,,,,,,1,1.539,1.539,54.123882,0.683761,N3_N4,0,0,,,323,,True,False
N1_N2,N2,N1,5.4,121,50-55,0.5,0.525069,0.504132,0.53719,15,12,3,5.414533,42.5429,1.5202,25a001f40a76,0.504132,61,60,680.8,26.576495,52.93335,53.28,1420.4,139.6,1.9021,-0.0483,0.0166,67.86,73.86,True,False,False,True,False,1.521,1416.8,equilibrium_ncyc12,True,9,True,1.5244,1.5291,680.2,681.1,52.886699,1427.7,132.3,15,66.72,67.56,72.75,73.592667,1.0,0.066667,0.0,1.0,1.0,0.0,0,1.521,1.542,52.956676,0.504132,N1_N2,302,231,1.4932,687.436,1600,-0.027,False,False
N1_N2,N2,N1,5.4,121,55-60,0.55,0.572609,0.561983,0.595041,14,13,3,5.4155,42.549001,1.5273,1ab5283dbbfc,0.570248,69,52,679.9,26.541362,52.863374,53.21,1397.9,162.1,1.9061,-0.0484,0.018,67.19,73.25,True,False,False,True,False,1.5271,1394.6,equilibrium_ncyc12,True,9,True,1.52924,1.54175,680.642857,683.5,52.921132,1469.6,90.4,14,66.76,67.592857,72.77,73.602857,1.0,0.214286,0.0,1.0,1.0,0.0,0,1.5271,1.5495,53.14328,0.595041,N1_N2,302,231,1.4932,687.436,1600,-0.0341,False,False
N1_N2,N2,N1,5.4,121,60-65,0.6,0.61157,0.603306,0.628099,3,3,2,5.414667,42.540997,1.5269,49b1fdf26dfe,0.603306,73,48,679.7,26.533555,52.847823,53.23,1396.2,163.8,1.9166,-0.0483,0.0159,67.71,73.76,True,False,False,True,False,1.5277,1391.0,equilibrium_ncyc12,True,9,True,1.5281,1.5329,680.8,683.3,52.93335,1469.9,90.1,3,67.39,67.893333,73.51,73.98,1.0,0.333333,0.0,1.0,1.0,0.0,0,1.5277,1.5329,53.12773,0.628099,N1_N2,302,231,1.4932,687.436,1600,-0.0337,False,False
N3_N4,N4,N3,5.4,121,50-55,0.5,0.536439,0.528926,0.53719,11,11,2,5.422182,42.64164,1.5277,c75a54738965,0.53719,65,56,682.1,26.627244,53.034427,53.39,1424.5,135.5,1.8843,-0.0485,0.0161,67.75,73.78,True,False,False,True,False,1.5273,1420.8,equilibrium_ncyc12,True,8,True,1.5295,1.5336,681.654545,682.2,52.999793,1443.2,116.8,11,67.52,67.762727,73.55,73.804545,1.0,0.090909,0.0,1.0,1.0,0.0,0,1.5273,1.5295,53.042203,0.528926,N3_N4,224,172,1.5009,685.839,323,-0.0268,False,False
N3_N4,N4,N3,5.4,121,55-60,0.55,0.573347,0.561983,0.595041,8,7,3,5.42375,42.664126,1.5348,0a18a6d5db03,0.570248,69,52,681.1,26.588207,52.956676,53.31,1403.2,156.8,1.923,-0.0517,0.0198,68.1,74.45,True,True,False,True,False,1.5334,1399.7,equilibrium_ncyc12,True,8,True,1.53522,1.54325,683.3125,685.3,53.128701,1485.6,74.4,8,67.6,68.10875,73.66,74.1375,1.0,0.5,0.0,1.0,1.0,0.0,0,1.5334,1.5491,53.283233,0.595041,N3_N4,224,172,1.5009,685.839,323,-0.0339,False,False
N3_N4,N4,N3,5.4,121,60-65,0.6,0.603306,0.603306,0.603306,2,2,1,5.42,42.610356,1.5326,6bf780270e48,0.603306,73,48,680.6,26.568688,52.9178,53.27,1395.2,164.8,1.8987,-0.0492,0.0169,68.23,74.56,True,True,False,True,False,1.5334,1391.5,equilibrium_ncyc12,True,8,True,1.53417,1.54045,681.2,681.8,52.964451,1409.6,150.4,2,68.08,68.155,74.15,74.355,1.0,1.0,0.0,1.0,1.0,0.0,0,1.5334,1.5483,53.011102,0.603306,N3_N4,224,172,1.5009,685.839,323,-0.0317,False,False
N5_N6,N6,N5,5.4,121,50-55,0.5,0.534647,0.504132,0.53719,13,13,2,5.421077,42.659527,1.5399,e98ae5771443,0.53719,65,56,682.0,26.62334,53.026652,53.38,1426.1,133.9,1.9117,-0.0496,0.0172,68.51,74.72,True,True,False,True,False,1.5406,1422.1,equilibrium_ncyc12,True,8,True,1.542,1.5438,682.392308,683.0,53.057155,1442.8,117.2,13,67.97,68.115385,74.03,74.177692,1.0,0.846154,0.0,1.0,1.0,0.0,0,1.5406,1.5445,53.104404,0.53719,N5_N6,18,18,1.5111,684.93,119,-0.0288,True,False
N5_N6,N5,N6,5.4,121,55-60,0.55,0.584711,0.561983,0.595041,16,15,3,5.424125,42.701986,1.5362,8b835222cc11,0.561983,68,53,682.9,26.658473,53.096629,53.44,1464.7,95.4,1.9106,-0.0464,0.016,68.42,74.47,True,True,False,True,False,1.538,1460.3,equilibrium_ncyc12,True,9,True,1.54355,1.5451,684.50625,685.9,53.221517,1499.3,60.7,16,67.86,68.584375,73.92,74.65375,1.0,0.8125,0.0,1.0,1.0,0.4375,0,1.538,1.5497,53.329884,0.595041,N5_N6,18,18,1.5111,684.93,119,-0.0251,True,False
N5_N6,N5,N6,5.4,121,60-65,0.6,0.603306,0.603306,0.603306,2,2,1,5.426,42.729064,1.5422,50ea114b80c7,0.603306,73,48,685.5,26.75997,53.298783,53.58,1499.0,61.0,1.9288,-0.0451,0.011,69.03,75.05,True,True,False,True,True,1.5422,1499.0,equilibrium_ncyc12,True,9,True,1.5427,1.5447,685.0,685.5,53.259907,1499.0,61.0,2,69.03,69.05,75.05,75.075,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5422,1.5422,53.298783,0.603306,N5_N6,18,18,1.5111,684.93,119,-0.0311,True,False
G3_G4,G3,G4,5.5,101,55-60,0.55,0.580198,0.554455,0.594059,20,19,2,5.5253,43.575711,1.527,786b06806784,0.554455,56,45,616.8,24.078117,57.453726,57.77,1406.2,193.8,1.8785,-0.0452,0.0306,80.27,87.4,True,True,True,True,True,1.527,1406.2,equilibrium_ncyc12,True,7,True,1.52836,1.5388,617.89,619.0,57.555257,1439.0,161.0,20,78.48,79.81,84.96,86.254,1.0,1.0,1.0,1.0,1.0,1.0,0,1.527,1.5417,57.658652,0.594059,G3_G4,253,168,1.7524,610.026,2096,0.2254,False,False
G3_G4,G3,G4,5.5,101,60-65,0.6,0.633663,0.633663,0.633663,26,26,1,5.527,43.602414,1.5249,6a8c964862ef,0.633663,64,37,617.1,24.089829,57.48167,57.78,1436.5,163.5,1.8575,-0.0446,0.0349,81.62,87.76,True,True,True,True,True,1.5249,1436.5,equilibrium_ncyc12,True,8,True,1.53085,1.5364,618.042308,619.4,57.569444,1449.2,150.8,26,77.16,79.631538,84.29,86.095,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5249,1.5375,57.695911,0.633663,G3_G4,253,168,1.7524,610.026,2096,0.2275,False,False
G3_G4,G3,G4,5.5,101,65-70,0.65,0.673267,0.673267,0.673267,20,20,1,5.529,43.622193,1.5232,8f4adfa811e4,0.673267,68,33,619.5,24.183518,57.705226,57.99,1443.8,156.2,1.8512,-0.0454,0.0395,81.86,88.12,True,True,True,True,True,1.5232,1443.8,equilibrium_ncyc12,True,8,True,1.5337,1.53995,618.805,620.1,57.640488,1454.9,145.1,20,78.72,80.0965,85.07,86.393,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5232,1.5481,57.761114,0.673267,G3_G4,253,168,1.7524,610.026,2096,0.2292,False,False
G3_G4,G3,G4,5.5,101,70-75,0.7,0.712871,0.712871,0.712871,15,15,1,5.531,43.641973,1.5325,26ccd8c0d3ae,0.712871,72,29,620.0,24.203036,57.7518,58.04,1460.2,139.8,1.8565,-0.0446,0.0396,81.01,87.39,True,True,True,True,True,1.5325,1460.2,equilibrium_ncyc12,True,7,True,1.53854,1.5412,617.893333,620.2,57.555568,1461.9,138.1,15,77.13,79.976667,83.99,86.498,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5325,1.5393,57.770429,0.712871,G3_G4,253,168,1.7524,610.026,2096,0.2199,False,False
G3_G4,G3,G4,5.5,101,75-90,0.75,0.762897,0.752475,0.831683,19,19,3,5.532526,43.666957,1.5272,878b668e5da6,0.752475,76,25,620.2,24.210844,57.770429,58.06,1450.4,149.6,1.8529,-0.0466,0.0395,80.65,86.53,True,True,True,True,True,1.5272,1450.4,equilibrium_ncyc12,True,8,True,1.53032,1.5392,618.178947,620.6,57.582172,1484.8,115.2,19,77.58,79.625789,83.43,85.758421,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5272,1.5474,57.807688,0.792079,G3_G4,253,168,1.7524,610.026,2096,0.2252,False,False
H3_H4,H3,H4,5.5,101,50-55,0.5,0.514851,0.514851,0.514851,1,1,1,5.483,43.138029,1.5419,52fc0a87084e,0.514851,52,49,613.9,23.96491,57.183596,57.54,1381.3,218.7,1.8845,-0.0436,0.0237,76.93,82.76,True,True,True,True,True,1.5429,1379.7,equilibrium_ncyc12,True,8,True,1.5419,1.5419,613.9,613.9,57.183596,1381.3,218.7,1,76.93,76.93,82.76,82.76,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5429,1.5419,57.183596,0.514851,H3_H4,208,137,1.806,605.354,1631,0.2641,False,False
H3_H4,H3,H4,5.5,101,55-60,0.55,0.58921,0.554455,0.594059,49,48,2,5.484878,43.16918,1.5104,66d4931089b9,0.594059,60,41,612.4,23.906354,57.043874,57.38,1401.8,198.2,1.8566,-0.0419,0.0292,79.52,85.94,True,True,True,True,True,1.5133,1402.4,equilibrium_ncyc12,True,8,True,1.5176,1.5275,612.304082,613.6,57.03494,1405.2,194.8,49,77.38,78.468367,83.32,84.691633,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5105,1.5526,57.155652,0.594059,H3_H4,208,137,1.806,605.354,1631,0.2956,False,False
H3_H4,H3,H4,5.5,101,60-65,0.6,0.633663,0.633663,0.633663,30,29,1,5.486,43.187803,1.5156,b14a7fd6d561,0.633663,64,37,613.5,23.949295,57.146337,57.47,1401.8,198.2,1.8575,-0.0433,0.0322,78.09,84.05,True,True,True,True,True,1.5157,1403.0,equilibrium_ncyc12,True,7,True,1.51658,1.53095,612.723333,613.9,57.073992,1408.5,191.5,30,76.78,78.318333,83.17,84.621667,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5137,1.5472,57.183596,0.633663,H3_H4,208,137,1.806,605.354,1631,0.2904,False,False
